"LoincNumber","priority","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property","loinc.part.name","obo.uri","obo.label","rank","justification"
"15343-7",4,"Blood group antibody screen [Titer] in Serum or Plasma","LP36863-6","Blood group","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Blood group","http://purl.obolibrary.org/obo/HP_0032223","",NA,"BioPortal mapping"
"15343-7",4,"Blood group antibody screen [Titer] in Serum or Plasma","LP71680-0","Blood","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Blood","http://purl.obolibrary.org/obo/UBERON_0000178","",NA,"BioPortal mapping"
"15569-7",4,"White Bean IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15633-1",4,"Chicken feather IgE Ab RAST class [Presence] in Serum","LP14220-5","Chicken","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Chicken","http://purl.obolibrary.org/obo/FOODON_03411457","",NA,"BioPortal mapping"
"15633-1",4,"Chicken feather IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15661-2",4,"Cow dander IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15690-1",4,"Whole Egg IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15734-7",4,"Goose feather IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15734-7",4,"Goose feather IgE Ab RAST class [Presence] in Serum","LP31645-2","Goose","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Goose","http://purl.obolibrary.org/obo/FOODON_03411253","",NA,"BioPortal mapping"
"15767-7",4,"Hazelnut Pollen IgE Ab RAST class [Presence] in Serum","LP16992-7","Corylus avellana","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Corylus avellana","http://purl.bioontology.org/ontology/NCBITAXON/13451","",NA,"BioPortal mapping"
"15767-7",4,"Hazelnut Pollen IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15773-5",4,"Pecan or Hickory Nut IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15774-3",4,"Pecan or Hickory Tree IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15784-2",4,"Horse dander IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15784-2",4,"Horse dander IgE Ab RAST class [Presence] in Serum","LP28444-5","Horse","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Horse","http://purl.obolibrary.org/obo/FOODON_03411229","",NA,"BioPortal mapping"
"15789-1",4,"House dust Greer IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15934-3",4,"Pigeon droppings IgE Ab RAST class [Presence] in Serum","LP31646-0","Pigeon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Pigeon","http://purl.bioontology.org/ontology/NCBITAXON/8931","",NA,"BioPortal mapping"
"15934-3",4,"Pigeon droppings IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"15977-2",4,"False ragweed IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"16057-2",4,"Tomato IgE Ab RAST class [Presence] in Serum","LP72256-8","Class","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Class","http://purl.obolibrary.org/obo/NCBITaxon_class","",NA,"BioPortal mapping"
"16107-5",4,"CD8+HLA-DR+ cells [#/volume] in Blood","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"16107-5",4,"CD8+HLA-DR+ cells [#/volume] in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"16162-0",4,"Parathyrin.intact [Mass/volume] in Serum or Plasma --30 minutes post XXX challenge","LP18184-9","Parathyrin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Parathyrin","http://purl.obolibrary.org/obo/CHEBI_80273","Parathyroid hormone",NA,"LOINC provided mappings"
"1646-9",4,"Xylose [Mass/time] in 5 hour Urine --post dose PO","LP32601-4","dose","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","dose","http://purl.obolibrary.org/obo/VO_0000899","",NA,"BioPortal mapping"
"1646-9",4,"Xylose [Mass/time] in 5 hour Urine --post dose PO","LP32601-4","dose","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","dose","http://purl.obolibrary.org/obo/OBI_0000984","",NA,"BioPortal mapping"
"1680-8",4,"3-Alpha-Androstanediol glucuronide [Mass/volume] in Serum","LP14369-0","Androstanediol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Androstanediol","http://purl.obolibrary.org/obo/CHEBI_27727","androstane-3,17-diol",NA,"LOINC provided mappings"
"16823-7",4,"Epstein Barr virus early Ab [Units/volume] in Serum by Immunoassay","LP14383-1","Epstein Barr virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Epstein Barr virus","http://purl.obolibrary.org/obo/NCBITaxon_10376","Human gammaherpesvirus 4",NA,"LOINC provided mappings"
"16823-7",4,"Epstein Barr virus early Ab [Units/volume] in Serum by Immunoassay","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"16933-4",4,"Hepatitis B virus core Ab [Presence] in Serum","LP14306-2","Hepatitis B virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hepatitis B virus","http://purl.obolibrary.org/obo/NCBITaxon_10407","Hepatitis B virus",NA,"LOINC provided mappings"
"16933-4",4,"Hepatitis B virus core Ab [Presence] in Serum","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"16935-9",4,"Hepatitis B virus surface Ab [Units/volume] in Serum","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"16935-9",4,"Hepatitis B virus surface Ab [Units/volume] in Serum","LP14306-2","Hepatitis B virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hepatitis B virus","http://purl.obolibrary.org/obo/NCBITaxon_10407","Hepatitis B virus",NA,"LOINC provided mappings"
"16982-1",4,"HTLV I+II Ab [Presence] in Serum by Immunoblot","LP193446-4","HTLV I","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HTLV I","http://purl.obolibrary.org/obo/NCBITaxon_11908","Human T-cell leukemia virus type I",NA,"LOINC provided mappings"
"16982-1",4,"HTLV I+II Ab [Presence] in Serum by Immunoblot","LP102290-6","HTLV","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HTLV","http://purl.obolibrary.org/obo/NCBITaxon_1907191","Human T-cell lymphotropic virus",NA,"LOINC provided mappings"
"17110-8",4,"CD11b cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"17157-9",4,"CD45RA cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"17351-8",4,"Neutrophil cytoplasmic Ab [Presence] in Serum","LP16686-5","Neutrophil","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Neutrophil","http://purl.obolibrary.org/obo/CL_0000775","",NA,"BioPortal mapping"
"17412-8",4,"Human papilloma virus 6+11 Ag [Presence] in Unspecified specimen","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"1742-6",4,"Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma","LP15331-9","Alanine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Alanine","http://purl.obolibrary.org/obo/CHEBI_16449","alanine",NA,"LOINC provided mappings"
"1743-4",4,"Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P","LP15331-9","Alanine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Alanine","http://purl.obolibrary.org/obo/CHEBI_16449","alanine",NA,"LOINC provided mappings"
"1777-2",4,"Alkaline phosphatase.bone [Enzymatic activity/volume] in Serum or Plasma","LP15346-7","Alkaline phosphatase","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Alkaline phosphatase","http://purl.obolibrary.org/obo/PR_000023540","",NA,"BioPortal mapping"
"17782-4",4,"Lipoprotein.beta.subparticle [Entitic length] in Serum or Plasma","LP15711-2","Lipoprotein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein","http://purl.obolibrary.org/obo/CHEBI_6495","lipoprotein",NA,"LOINC provided mappings"
"17782-4",4,"Lipoprotein.beta.subparticle [Entitic length] in Serum or Plasma","LP15709-6","Lipoprotein.beta","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein.beta","http://purl.obolibrary.org/obo/CHEBI_39026","low-density lipoprotein",NA,"LOINC provided mappings"
"1779-8",4,"Alkaline phosphatase.liver [Enzymatic activity/volume] in Serum or Plasma","LP15346-7","Alkaline phosphatase","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Alkaline phosphatase","http://purl.obolibrary.org/obo/PR_000023540","",NA,"BioPortal mapping"
"1779-8",4,"Alkaline phosphatase.liver [Enzymatic activity/volume] in Serum or Plasma","LP29289-3","Liver","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Liver","http://purl.obolibrary.org/obo/UBERON_0002107","",NA,"BioPortal mapping"
"17819-4",4,"Albumin/Protein.total by Electrophoresis in Urine collected for unspecified duration","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"17838-4",4,"Alkaline phosphatase.bone [Mass/volume] in Serum or Plasma","LP15346-7","Alkaline phosphatase","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Alkaline phosphatase","http://purl.obolibrary.org/obo/PR_000023540","",NA,"BioPortal mapping"
"17856-6",4,"Hemoglobin A1c/Hemoglobin.total in Blood by HPLC","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"18267-5",4,"CD16+CD56+ cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"18309-5",4,"Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Manual count","LP14304-7","Erythrocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","erythrocyte",0,"ols text search exact matches"
"18309-5",4,"Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Manual count","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"18310-3",4,"Deprecated Hemoglobin.other/Hemoglobin.total [interpretation] in Blood","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"18311-1",4,"Pelger Huet cells [Presence] in Blood by Light microscopy","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"18350-9",4,"CD8+CD57+ cells [#/volume] in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"1836-6",4,"Alpha-2-Retinol binding protein [Mass/volume] in Serum or Plasma","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"1836-6",4,"Alpha-2-Retinol binding protein [Mass/volume] in Serum or Plasma","LP15274-1","Retinol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Retinol","http://purl.obolibrary.org/obo/CHEBI_50211","retinol",NA,"LOINC provided mappings"
"1874-7",4,"Apolipoprotein B/Apolipoprotein A-I [Mass Ratio] in Serum or Plasma","LP15410-1","Apolipoprotein A","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Apolipoprotein A","http://purl.obolibrary.org/obo/PR_000009888","",NA,"BioPortal mapping"
"1874-7",4,"Apolipoprotein B/Apolipoprotein A-I [Mass Ratio] in Serum or Plasma","LP15395-4","Apolipoprotein A-I","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Apolipoprotein A-I","http://purl.obolibrary.org/obo/PR_000004140","",NA,"BioPortal mapping"
"19048-8",4,"Nucleated erythrocytes/100 leukocytes [Ratio] in Blood","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"19048-8",4,"Nucleated erythrocytes/100 leukocytes [Ratio] in Blood","LP14304-7","Erythrocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","erythrocyte",0,"ols text search exact matches"
"1968-7",4,"Bilirubin.direct [Mass/volume] in Serum or Plasma","LP15448-1","Bilirubin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Bilirubin","http://purl.obolibrary.org/obo/CHEBI_16990","bilirubin IXalpha",NA,"LOINC provided mappings"
"1968-7",4,"Bilirubin.direct [Mass/volume] in Serum or Plasma","LP15446-5","Bilirubin.glucuronidated","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Bilirubin.glucuronidated","http://purl.obolibrary.org/obo/CHEBI_22872","(glucosyluronic acid)bilirubin",NA,"LOINC provided mappings"
"1970-3",4,"Bilirubin.delta [Mass/volume] in Serum or Plasma","LP15448-1","Bilirubin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Bilirubin","http://purl.obolibrary.org/obo/CHEBI_16990","bilirubin IXalpha",NA,"LOINC provided mappings"
"19752-5",4,"Pigeon serum IgG Ab [Presence] in Serum","LP31646-0","Pigeon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Pigeon","http://purl.bioontology.org/ontology/NCBITAXON/8931","",NA,"BioPortal mapping"
