"FK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","""COUNT(1)"""
171922,PCO2 ARTERIAL,PCO2 ART,"2019-8",241821
10723007,Megakaryocyte,Megakaryocyte,,241540
4863211,Transferrin,Transferrin,"3034-6",240478
4856589,hsCRP,C-Reactive Protein High Sensitivity,"30522-7",240073
171919,POTASSIUM,ZZ POTASSIUM,"2823-3",239730
159795,SQUAMOUS EPITHELIAL,C SQUAMOUS EPITHELIAL,"11277-1",239127
4858955,PT TEMP,Patient Temperature,"8310-5",239030
167076,PH ARTERIAL,PH ART,"2744-1",238927
170485,WBC URINE,C UA WBC,,238019
163077,RBC URINE,C UA RBC,,237814
159469,ANTIBODY SCREEN,C ANTIBODY SCREEN INTE,,237750
4862454,Fibrinogen,Fibrinogen,"3255-7",237351
159801,O2 SAT ARTERIAL,MEASURED O2 SAT ART,"2708-6",236628
160614,PO2 ARTERIAL,PO2 ART,"2703-7",236349
239123,Troponin-I,LEAN Troponin-I,,235902
159200,BILIRUBIN INDIRECT,C INDIRECT BILI,"1971-1",235575
4927007,REFERRING PHYSICIAN,REFERRING PHYSICIAN,,234987
159620,% BASOPHILS MANUAL,C % BASOPHILS (MANUAL),"707-0",234844
4855043,ABORh Interp PAH,ABORh Interpretation PAH,,234556
226080,Microcytes,Microcytes,,234551
239565,Creatine Kinase,LEAN Creatine Kinase,,234074
159618,% BAND NEUTROPHILS,C % BAND NEUTROPHILS (MANUAL),"764-1",233753
227431,WBC Corrected,WBC Corrected,,232910
159183,PHOSPHATE,C PHOSPHORUS,"2777-1",232891
4859446,Ferritin Lvl,Ferritin Level,"2276-4",229511
11508003,ALT,ALT (CCH),"1742-6",228810
11507004,AST,AST (CCH),"1920-8",228649
11843020,ALKALINE PHOSPHATASE,ALK PHOS (CCH),"6768-6",228562
11842161,BILIRUBIN TOTAL,TOTAL BILI (CCH),"1975-2",228404
11841181,PROTEIN TOTAL,TOTAL PROTEIN (CCH),"2885-2",228213
226094,Lymphs (ALYMPH),Lymphs (ALYMPH),,227353
239540,Segs (ASEG),LEAN Segs (ASEG),,227344
228088,Monos (AMONO),Monos (AMONO),,227199
228313,Bands (ABAND),Bands (ABAND),,227028
171210,GROSS DESCRIPTION,GROSS DESCRIPTION,,226888
226095,Lyvar (ALYVAR),Lyvar (ALYVAR),,226533
164346,HYPOCHROMIA,C HYPOCHROMIA,"728-6",225686
159603,OVALOCYTES,C OVALOCYTES,"774-0",225183
170466,WBC CORRECTED,C WBC CORRECTED,"33256-9",224606
227008,% Lymph,Lymph (LYMPH),,223524
237506,Hemoglobin.,Hemoglobin PAH Result,,223142
239506,Hematocrit,Hematocrit PAH,,223140
11916673,ALT,ALT (SGPT) (LC),,223125
11916666,AST,AST (SGOT) (LC),,222857
227096,Macrocytes,Macrocytes,,222606
11916665,ALBUMIN,"ALBUMIN, SERUM (LC)","1751-7",222502
4857751,Myelo Man,Myelocyte Manual,"749-2",221748
11922673,PROTEIN TOTAL,"PROTEIN, TOTAL, SERUM (LC)",,221572
13393003,FINAL DIAGNOSIS,FINAL DIAGNOSIS,,221100
228106,Ionized Calcium (CAION),MCODES_Ionized Calcium (CAION) Result,,220609
11924671,BILIRUBIN TOTAL,"BILIRUBIN, TOTAL (LC)",,220590
11917671,ALKALINE PHOSPHATASE,"ALKALINE PHOSPHATASE, S (LC)","6768-6",220560
167080,# EOSINOPHILS MANUAL,C # EOSINOPHILS (MANUAL),"712-0",217098
160616,# BASOPHILS MANUAL,C # BASOPHILS (MANUAL),"705-4",216830
227198,Hypochromia,Hypochromia,,216563
11810011,HEMOGLOBIN,HEMOGLOBIN (LC),,216219
11922711,WBC,WBC (LC),"6690-2",216194
11806010,HEMATOCRIT,HEMATOCRIT (LC),,216168
11916704,RED BLOOD CELLS,RBC (LC),,216135
11808009,MEAN CELLULAR VOLUME,MCV (LC),,216112
11922812,MEAN CELLULAR HEMOGLOBIN,MCH (LC),,216105
11916806,MEAN CELLULAR HEMOGLOBIN CONCENTRATION,MCHC (LC),,216103
11919032,RDW,RDW (LC),,215974
11807010,PLATELETS,PLATELETS (LC),,215782
4860660,Lab Loc,Lab Location,,215077
229515,WBC Count,WBC Count PAH ***LIO***,,213866
235523,RBC Count,RBC Count PAH ***LIO***,,213682
227601,MCV.,MCV PAH Result,,213659
226601,MCHC.,MCHC PAH Result,,213656
228600,MCH.,MCH PAH Result,,213645
227638,RDW,RDW PAH Result,,213633
227011,% Segs,Segs %,,213419
639001,UA KETONES,UA KETONES,"2514-8",213092
4862789,nrDIMORRBC,Dimorph RBC (Non Reportable),,211320
4862547,Hep Bs Ag,Hepatitis B Surface Antigen,"5195-3",211078
170955,# LYMPHOCYTES ATYPICAL,C # ATYPICAL LYMPHOCYTES (MANUAL),"734-4",209735
4857372,Drew Site,Site Drew,"20506-2",207796
160605,PRE,PRE,,207354
4934006,ICD CODES,ICD CODES,,206677
4856546,Hepatitis C Ab,Hepatitis C Antibody,"16128-1",206489
4856277,CK MB,Creatine Kinase MB,"13969-1",205979
170950,PATHOLOGIST,PATHOLOGIST,"19769-9",204699
637005,UA PH,UA PH,"5803-2",203315
4855085,Amylase Lvl,Amylase Level,"1798-8",202115
4858944,PSA,Prostate Specific Antigen,"2857-1",201721
170504,NUCLEATED RBC PERCENT,C % NUCLEATED RBC,"19048-8",200803
4859645,Iron,Iron Level,"2498-4",200203
11922773,ALBUMIN GLOBULIN RATIO,A/G RATIO (LC),,199555
11917771,GLOBULIN,"GLOBULIN, TOTAL (LC)",,199503
159427,PROSTATE SPECIFIC ANTIGEN TOTAL,C PROSTATE SPECIFIC AG,"2857-1",197675
4865237,UA Hyal Cast,Urine Hyaline Casts,"5796-8",197085
159917,TRIGLYCERIDES,Q TRIGLYCERIDES,"2571-8",196958
171225,CHOLESTEROL,Q TOTAL CHOLESTEROL,"2093-3",196838
233182,"Potassium, Serum","Potassium, Serum PAH",,196243
165297,CHOLESTEROL HIGH DENSITY LIPOPROTEIN,Q HDL CHOLESTEROL,"2085-9",195908
171226,CHOLESTEROL HDL RATIO,Q CHOLESTEROL/HDL RATIO,"9830-1",195805
4856792,nrPLTClump,PLTClump (Non Reportable),,195619
4859921,Prealbumin,Prealbumin,"14338-8",195206
226010,% Monos,Mono (MONOS),,194817
159184,URIC ACID,URIC ACID,"3084-1",194499
234187,"Sodium, Serum","Sodium, Serum PAH",,194126
237496,"Chloride, Serum","Chloride, Serum PAH",,193908
229840,CO2 Venous.,CO2 Venous PAH,,193872
171205,COMMENT,COMMENT,,193834
6634003,CONCLUSIONS,CONCLUSIONS,,191864
163761,ANA,C ANA COMMENT,"69048-7",190466
4855946,PSITE,Site Prompt,,190016
11844097,MAGNESIUM,MAGNESIUM (CCH),"19123-9",189873
228144,Ovalocytes,Ovalocytes,,187973
230411,Creatinine Serum,.Creatinine Serum PAH,,187585
4870294,Vitamin B12 Lvl,Vitamin B12 Level,"2132-9",187203
239494,"BUN, Serum","BUN, Serum PAH",,187190
4860425,ETOH-R,ETOH Raw,"5645-7",186597
170523,THYROID STIMULATING HORMONE,Q THYROID STIMULATING HORMONE,"3016-3",185620
11843050,CULTURE,CULTURE (CCH),"11475-1",184019
160017,STATEMENT OF ADEQUACY,Q STATEMENT OF ADEQUACY,"19764-0",183880
160016,PREV. PAP,Q PREV. PAP,,183822
171324,PREV. BX,Q PREV. BX,,183816
239505,Glucose Serum,Glucose Serum PAH,,183569
171325,INTERPRETATION/RESULT,Q INTERPRETATION/RESULT,"10524-7",182915
226345,Radiologist 2:,Radiologist 2:,,182671
4860066,AHG,Anti-Human Globulin,,181829
639002,BILIRUBIN URINE,UA BILIRUBIN,"5770-3",181404
227630,Platelet  Count.,MCODES_Platelet  Count Result,,181095
227612,MPV,MCODES_MPV Result,,180862
11918816,# LYMPHOCYTES,LYMPHS (ABSOLUTE) (LC),,180276
11916807,% LYMPHOCYTES,LYMPHS (LC),,180275
11924822,# EOSINOPHILS,EOS (ABSOLUTE) (LC),,180237
11924811,% NEUTROPHILS,NEUTROPHILS (LC),,180226
11917819,# MONOCYTES,MONOCYTES(ABSOLUTE) (LC),,180220
11924812,% MONOCYTES,MONOCYTES (LC),,180219
11916815,# NEUTROPHILS,NEUTROPHILS (ABSOLUTE) (LC),,180209
11917810,% BASOPHILS,BASOS (LC),,180209
11918807,% EOSINOPHILS,EOS (LC),,180208
11918817,# BASOPHILS,BASO (ABSOLUTE) (LC),,180206
167460,VCS DATE TO,VCS DATE TO,,179088
160806,VCS FRACTIONS TREATED,VCS FRACTIONS TREATED,,179088
176113,VCS DATE FROM,VCS DATE FROM,,179088
176112,VCS PLAN ID,VCS PLAN ID,,179088
160804,VCS COURSE NAME,VCS COURSE NAME,,179088
176114,VCS TREATMENT DAYS,VCS TREATMENT DAYS,,179088
167458,VCS ENERGY,VCS ENERGY,,179088
160805,VCS DOSE GIVEN TO DATE,VCS DOSE GIVEN TO DATE,,179088
160615,BASE EXCESS ARTERIAL,BASE EXCESS ART,"1925-7",178550
639004,UA SPECIFIC GRAVITY,UA SPECIFIC GRAVITY,"5811-5",178498
167078,BICARBONATE ARTERIAL,HCO3 ART,"1960-4",177779
4861795,NT-proBNP,NT-proBNP,"33762-6",177652
5080001,Fax Number,Fax Number,,177168
11924821,# IMMATURE GRANULOCYTES,IMMATURE GRANS (ABS) (LC),,175169
11918806,% IMMATURE GRANULOCYTES,IMMATURE GRANULOCYTES (LC),,175144
230378,Glucose (Whole Blood),LEAN Glucose (Whole Blood),,173436
163071,MUCOUS,C MUCUS,,173014
160063,DCR REPORT,DCR RADIOLOGY REPORT,,172544
6760006,O2 Sat Measured,O2 Sat Measured,"20564-1",171095
4861043,ABORh Interp PPMC,ABORh Interpretation PPMC,,165708
638005,UROBILINOGEN,UA UROBILINOGEN,,165652
226150,Polychromasia,Polychromasia,,165370
4864043,Site Ven,Site Venous,"20506-2",165236
1409006,CHOLESTEROL NON HDL,Q NON-HDL CHOLESTER*,"43396-1",163969
4862801,O2SAT CALC,O2Saturation Calculation,"2713-6",163691
4857285,COC-I,Cocaine Metabolite,"3393-6",162988
4868179,THC-I,THC Interpretation,"3427-2",162851
165228,SOURCE,SOURCE,,162825
4862866,PCP-I,PCP,"3936-2",162551
4855134,BAR-I,Barbiturates,"3377-9",162548
4856723,METH-I,Methadone,"3773-9",162496
239168,"Blood Culture, Adult","LEAN Blood Culture, Adult",,162491
4861143,BENZO-I,Benzodiazepines,"3390-2",162385
164400,% LYMPHOCYTES ATYPICAL,C % ATYPICAL LYMPHOCYTES (MANUAL),"735-1",162273
4865211,Transferrin Sat,Transferrin Saturation,"2505-6",160676
171207,CYTOTECHNOLOGIST,CYTOTECHNOLOGIST,,159254
4857789,nrGiantPlt,Giant Pltelet (Non Reportable),,158533
159912,% NEUTROPHILS,Q % NEUTROPHILS,"770-8",157995
159913,% EOSINOPHILS,Q % EOSINOPHILS,"713-8",157995
171221,% BASOPHILS,Q % BASOPHILS,"706-2",157989
165282,% MONOCYTES,Q % MONOCYTES,"5905-5",157988
171220,% LYMPHOCYTES,Q % LYMPHOCYTES,"736-9",157987
4857721,Meta Man,Metamyelocyte Manual,"740-1",157920
6633003,LA COMMENTS,LA COMMENTS,,156403
4861084,AMPH-I,Amphetamines,"3349-8",155720
4859807,OPIA-I,Opiates,"3879-4",155700
4868143,Stomatocytes,Stomatocytes,"10380-4",155117
165072,LMP,Q LMP,"3145-0",154997
4865170,T4 Free,Thyroxine Free,"3024-7",153921
4859084,AMPH-R,AMPH/METH Raw,"56120-9",153675
4860286,COC-R,Cocaine Raw,"3398-5",153659
4869179,THC-R,THC Raw,"42860-7",153536
164949,CARBOXYHEMOGLOBIN,CARBOXYHEMOGLOBIN,"20563-3",153433
4858866,PCP-R,PCP Raw,"3937-0",153184
4861134,BAR-R,Barbiturates Raw,"9426-8",153176
4857723,METH-R,Methadone Raw,"3774-7",153059
4856143,BENZO-R,Benzodiazepines Raw,"9428-4",153023
4862806,OPIA-R,Opiate Raw,"8220-6",152739
226454,UA Blood,UA Blood,,152736
226189,Nitrite,Nitrite,,152735
227241,Leukocyte Esterase,Leukocyte Esterase,,152734
227455,UA Protein,UA Protein (Dipstck),,152732
228426,UA Bilirubin,UA Bilirubin,,152731
228454,UA Glucose,UA Glucose (Dipstick),,152731
228467,Urobilinogen,Urobilinogen,,152731
226175,pH (UA),pH (UA),,152731
226455,UA Ketones,UA Ketones (Dipstick),,152731
159601,POLYCHROMASIA,C POLYCHROMASIA,"10378-8",152720
1300004,AST,Q AST,,152431
4932011,LV RELATIVE WALL THICKNESS,LV RELATIVE WALL THICKNESS,,152090
4857424,ETOH-I,Ethanol,"5644-0",151928
227454,UA Color,UA Color,,150053
226433,Turbidity,Turbidity,,150050
171902,OXY HEMOGLOBIN(CC QC,OXY HEMOGLOBIN(CC QC,"2714-4",149876
638003,UA COLOR,UA COLOR,"5778-6",149537
4856961,Quantity,Quantity,,148249
8181043,CHOLESTEROL CALCULATED LOW DENSITY LIPOPROTEIN,Q LDL-CHOLESTEROL,,146974
159802,METHEMOGLOBIN,METHEMOGLOBIN,"2614-6",146918
6935003,% FIO2,C FIO2 ARTERIAL,,146692
4860792,nrOxycodone-R,nrOxycodone Raw,,145735
6761005,pH (T),pH Temperature Corrected,"49701-6",145424
4857039,ABG K,ABG Potassium,"6298-4",145422
6760004,pCO2 (T),pCO2 Temperature Corrected,"34705-4",145390
4860040,ABG Na,ABG Sodium,"2947-0",145346
171109,O2 CT,O2 CT,"34163-6",145284
6762003,pO2 (T),pO2 Temperature Corrected,"19254-2",144966
8840003,C ABL SPEC ART,C ABL SPEC ART,"66746-9",144530
163854,CALCULATED GRANULOCYTES,C CALCULATED GRANULOCYTES,"20482-6",143826
159437,# LYMPHOCYTES,C CALCULATED LYMPHOCYTES,"731-0",143826
170745,# MONOCYTES,C CALCULATED MONOCYTES,"742-7",143825
4857041,ABO Confirm Int HUP,ABORh Confirmation Interp HUP,,143425
8869004,HEMOGLOBIN,C HGB ARTERIAL,"30313-1",143377
8870005,HEMATOCRIT,C HCT ARTERIAL,"32354-3",143370
227610,Morphology.,Morphology PAH,,143041
8841004,SODIUM,C SODIUM ART,"32717-1",143025
8840005,CHLORIDE,C CHLORIDE ART,"41650-3",142907
8842005,CALCIUM IONIZED,C CA ION ART,"34581-9",142873
231319,Urine Routine Culture,LEANUrineRoutineCulture-includesSuscept,,142681
8841005,GLUCOSE,C GLUCOSE ART,"41651-1",142677
227516,"5 Part.","5 Part PAH",,142538
226549,Cells.,Cells PAH,,142220
170932,MEAN PLATELET VOLUME,Q MPV,"776-5",141675
4855925,Pregnant w/in past 3 mo?,Pregnant w/in past 3 mo?,,141501
4868211,Transfused w/in past 3 mo?,Transfused w/in past 3 mo?,,141368
170753,CREATININE URINE,C URINE CREATININE MG/DL,"35674-1",141039
8839004,POTASSIUM,C POTASSIUM ART,"32713-0",140424
4862045,Accept/Unacceptable,Accept/Unacceptable for Preadmission Testing,,140031
4856344,Date of Surgery,Date of Surgery,,139835
159988,INR,Q INR (INTERNATIONAL NORMALIZED RATIO),"6301-6",139833
171358,PT,Q PT (PROTHROMBIN TIME),"5902-2",139440
4858039,ABG Hgb,ABG Hemoglobin,"718-7",138901
637003,UA APPEARANCE,UA APPEARANCE,"5767-9",137952
160580,AORTIC ROOT DIAMETER,AORTIC ROOT DIAMETER,,137665
4856146,Beta hCG Quant,Beta Human Chorionic Gonadotropin Quantitative,"21198-7",136930
4862039,ABG Hct,ABG Hematocrit,"4544-3",136914
10723005,Echinocytes,Echinocytes,,136622
4860995,% Retic,Reticulocyte %,"4679-7",136595
4865261,UPRO mg per dL,Urine Protein mg/dL,"35663-4",136337
8842003,BODY TEMPERATURE,C TEMP ART,"8310-5",134736
4861299,Condition,Condition,"38196-2",134635
8840006,PCO2 ARTERIAL TEMP CORRECTED,C PCO2(T) ART,"34705-4",133754
8839005,PH ARTERIAL,C PH(T) ART,"2744-1",133178
4859547,Hep Bs Ab,Hepatitis B Surface Antibody,"16935-9",131549
167060,GS,C GRAM STAIN,,131152
227430,WBC (UA),WBC (UA),,130752
4864219,Troponin-I,Troponin-I,"10839-9",130726
8842006,PO2 ARTERIAL,C PO2(T) ART,"2703-7",130709
226138,RBC (UA),RBC (UA),,130665
4856726,Microalb/Creat,Microalbumin Creatinine Ratio,"14959-1",130340
228235,Lab Location (ID Lab On Chart),MCODES_Lab Loc (ID Lab On Chart) Result,,130046
170472,BILIRUBIN INDIRECT,C UNCONJUGATED BILIRUB,"3968-5",129496
163140,SEDIMENTATION RATE,C SEDIMENTATION RATE,"30341-2",129253
4870173,TCO2,TCO2,"2028-9",128473
4927011,LV DIASTOLIC DIAMETER PLAX,LV DIASTOLIC DIAMETER PLAX,,128081
163038,BILIRUBIN DIRECT,C CONJUGATED BILIRUBIN,"3968-5",128022
163035,BILIRUBIN DELTA,"C BILIRUBIN, DELTA","3968-5",127533
4934012,LVPW DIASTOLIC THICKNESS,LVPW DIASTOLIC THICKNESS,,127080
4861178,Body Temp,Body Temperature,"8310-5",126395
4933011,IVS DIASTOLIC THICKNESS,IVS DIASTOLIC THICKNESS,,125826
8924003,TITLE,TITLE,,125688
8926003,STUDY DATE,STUDY DATE,,125688
4433001,% MONOCYTES,Q % MONOCYTES,,125531
4432002,% EOSINOPHILS,Q % EOSINOPHILS,,125528
4436002,% LYMPHOCYTES,Q % LYMPHOCYTES,,125525
4438002,% NEUTROPHILS,Q NEUTROPHILS,,125524
4437001,% BASOPHILS,Q BASOPHILS,,125521
11916667,TRIGLYCERIDES,TRIGLYCERIDES (LC),"2571-8",125368
167098,PO2 VENOUS,C PO2 VEN,"2705-2",125346
11918665,CHOLESTEROL,"CHOLESTEROL, TOTAL (LC)","2093-3",125110
4863285,Vanco Tr,Vancomycin Trough,"4092-3",125109
171095,PH VEN,PH VEN,"2746-6",124723
4929011,LV SYSTOLIC DIAMETER PLAX,LV SYSTOLIC DIAMETER PLAX,,124660
11922769,CHOLESTEROL HIGH DENSITY LIPOPROTEIN,HDL CHOLESTEROL (LC),"2085-9",124611
11922772,CHOLESTEROL VERY LOW DENSITY LIPOPROTEIN CALCULATE,VLDL CHOLESTEROL CAL (LC),,124586
11916767,CHOLESTEROL CALCULATED LOW DENSITY LIPOPROTEIN,LDL CHOLESTEROL CALC (LC),"13457-7",124547
4855076,Alpha 2 Glob,Alpha 2 Globulin,"2868-8",123975
4862075,Alpha 1 Glob,Alpha 1 Globulin,"2865-4",123970
4870131,SPIFE ALB,Albumin Fraction,"2862-1",123956
4855146,Beta Glob,Beta Globulin,"2871-2",123951
4857477,Gamma Glob,Gamma Globulin,"2874-6",123943
11841018,ALBUMIN,ALBUMIN (CCH),"61151-7",123484
4860791,nrMicroRBC,Micro RBCS (Non Reportable),,123450
11844131,PHOSPHATE,PHOSPHORUS (CCH),"2777-1",123408
160625,BICARBONATE,C HCO3 VEN,"14627-4",123384
4860607,IgA,IgA,"2458-8",123339
226452,Specific Gravity,Specific Gravity,,122559
159604,TEAR DROP CELLS,C TEAR DROP CELLS,"7791-7",122057
4858346,D-Dimer,D-Dimer,"48065-7",121868
1407002,GLUCOSE POINT OF CARE,C WHOLE BLOOD GLUCOSE,"2339-0",121727
164433,NGYN,C NON GYN CYTOLOGY REPORT,,121522
226410,Unconjugated Bilirubin,Unconjugated Bilirubin,,121430
227281,Conjugated Bilirubin,Conjugated Bilirubin,,121425
233865,"Calcium, Serum","Calcium, Serum PAH",,119622
226585,INR.,INR Result,,119562
163461,TACROLIMUS,TACROLIMUS (FK506),,119465
171303,HIV QUANT INTERPRETA,C HIV QUANT INTERPRETA,,119204
239719,PT (Prothrombin Time) / INR,MCODES_PT (Prothrombin Time) PAH,,118525
4858789,nrEcstasy-R,nrEcstasy Raw,,118080
159353,FERRITIN,FERRITIN,"2276-4",116936
4861463,Folate Lvl,Folate Level,"2284-8",116883
11843214,URIC ACID,URIC ACID (CCH),"3084-1",116572
4855969,RDM VNL,Random Vancomycin Level,"20578-1",116406
4856188,Burr,Burr Cells,"7790-9",116171
11842088,LACTATE DEHYDROGENASE,"LDH, TOTAL (CCH)","2532-0",115891
228312,Bacteria,Bacteria,,113723
4857472,FTI,Free Thyroxine Index,"32215-6",113625
11842075,HEMOLYSIS,HEMOLYSIS (CCH),,113444
4860612,IgG Qnt,IgG Qnt,"2465-3",113009
4857612,IgM,IgM,"2472-9",112924
231947,Schistocytes,MCODES_Schistocytes LIO,,112523
165174,O2 SAT VENOUS,MEASURED O2 SAT VEN,"2711-0",111589
7273005,Oxycodone-I,Oxycodone-I,"10998-3",111558
159889,HIV 1 AND 2 ANTIBODY,"C HIV 1,2 SCREENING TEST","7917-8",111434
4862008,"37 C","37 degrees Celsius",,110762
171084,TOTAL CELLS COUNTED,C TOTAL CELLS COUNTED (MANUAL),"11282-1",110707
4865238,UA Amorph Cry,Urine Amorphous Crystals,"60340-7",110192
171202,HEMOGLOBIN A1C,Q HEMOGLOBIN A1C,"4548-4",109601
4863269,Ur Microalbumin,Ur Microalbumin,"14957-5",109056
6315003,ESTIMATED LV EJECTION FRACTION,ESTIMATED LV EJECTION FRACTION,,108906
4857936,Pro El Interp,Protein Electrophoresis Interpretation,"12851-2",107943
165012,HCG URINE,URINE HCG,,107938
165612,INTERPRETATION,SPEP INTERPRETATION,"12851-2",107750
599001,TROPONIN T,C TROPONIN T,"6598-7",106606
228449,Squamous Epithelial,Squamous Epithelial,,106030
4856212,CC,Check Cells,,105919
159796,HYALINE CAST,C HYALINE CASTS,"5796-8",104006
6744004,Troponin-I POC,Troponin-I Point of Care,"42757-5",103708
4863261,UPRO/CRE Ratio,Urine Protein/Urine CRE Ratio,"2890-2",103577
227033,% Bands,Bands %,,103493
4867170,T4,Thyroxine,"3026-2",103318
4859790,nrCELLINTFdd,CELLINTF Dif Display (Non Reportable),,103161
4856076,Alpha Int,Alpha Int,"59462-2",102994
163950,HCV QUANT INTERPRETA,C HCV QUANT INTERPRETA,,102672
228464,Tidal Volume (prompt),MCODES_Tidal Vol (prompt) for ABG Result,,102438
4869131,Spherocytes,Spherocytes,"802-9",101765
228038,CK-MB Result,CK-MB Result,,101258
227038,CK-MB Relative Index,CK-MB Relative Index,,101255
228617,Neutrophil %.,Neutrophil % PAH Result,,101013
227598,Lymph %.,"Lymph % PAH Results ,",,100997
228608,Mono %.,Mono % PAH Result,,100990
226566,Eosinophil %.,Eosinophil % PAH Results,,100973
227533,Basophil %.,Basophil % PAH Results,,100962
226598,Lymph #.,Lymph # PAH Result,,100359
227608,Mono #.,Mono # PAH Result,,100321
170680,VITAMIN B12,VITAMIN B12,"2132-9",100127
11845185,TROPONIN I,TROPONIN I (CCH),"10839-9",99971
4861408,ELPTP,SPEP Total Protein,"2885-2",99968
163155,RPR SCREEN,C RPR-TEST FOR SYPHILI,,99779
227617,Neutrophil #.,Neutrophil # PAH Result,,99570
228565,Eosinophil #.,Eosinophil # PAH,,99351
163659,T3 UPTAKE,C T3 UPTAKE,"3050-2",99311
227460,Tear Drop Cells,Tear Drop Cells Present,,98826
170661,FREE T4,C FREE THYROXINE,"3024-7",98663
170679,T4 TOTAL,C THYROXINE,"3026-2",98429
159372,FREE THYROXINE INDEX,C FREE THYROXINE INDEX,"32215-6",98331
233718,Lactic Acid,MCODES_Lactic Acid.,,97813
226533,Basophil #.,Basophil # PAH Result,,97474
4861044,Abs Retic,Reticulocyte Abs,"60474-4",96852
171929,NEISSERIA GONORROHOEAE BY PCR,N. GONORRHOEAE RRNA,,95759
4865169,TUptake,TUptake,"3050-2",95754
4861314,CPK-CO,CPK-CO,,95738
160621,C. TRACHOMATIS RRNA,C. TRACHOMATIS RRNA,,95655
4856762,NB T4,NB T4,"31144-9",95407
4859761,NB Filter #,NB Filter #,"57723-9",95216
170478,SCHISTOCYTES,C SCHISTOCYTES,"800-3",94579
234184,PTT (Activated Part Thromboplastin Time),MCODES_PTT (ActivPartThromboplasTime)PAH,,94089
235164,Albumin,MCODES_Albumin HUP/PPMC,,94024
4862762,NB TSH,NB TSH,"29575-8",93967
4860762,NB MSUD,NB MSUD,"46743-1",93966
4858761,NB Galac Tot,NB Galactose Total,"54084-9",93966
4860761,NB Biotinidase,NB Biotinidase,"38478-4",93966
4860763,NB Uridyltrans,NB Uridyltranserase,"33288-2",93966
4855762,NB PKU,NB PKU,"29572-5",93966
4855761,NB CAH,Newborn Screen CAH,"46758-9",93965
4858760,NB Acylcarnitin,NB Acylcarnitine,"58092-8",93965
4857760,NB Amino Acids,NB Amino Acid Profile,"53261-4",93965
4857761,NB Hgbopathy,NB Hemoglobinbopathy,"54105-2",93965
4862760,NB 17-OH Extrct,NB 17-OH Extrct,"53336-4",93964
4856761,NB Cystic Fib,NB Cystic Fibrosis,"48633-2",93964
4862761,NB G6PD,NB G6PD Deficiency,"33287-4",93959
227034,% Eos,Eos (EOSIN),,93827
159779,MICROALBUMIN URINE,C URINE MICROALBUMIN,"14957-5",92786
4855661,Lactate,Lactic Acid POC,"32693-4",92285
164880,MICROALBUMIN CREATININE RATIO URINE,C UR MICROALBUMIN MCG/,"14959-1",92126
171835,CULTURE,CULTURE,,91632
11610006,THYROID STIMULATING HORMONE,TSH (LC),"11579-0",90941
227123,Total Cells Counted,Total Cells Counted,,89649
226631,Platelet Estimate.,Platelet Estimate PAH,,89104
163113,CK,C CREATINE KINASE,"2157-6",88752
160817,GLUCOSE POINT OF CARE,POC GLUCOSE (FINGERSTICK),"41653-7",88215
165384,ALBUMIN,Q ALBUMIN,"1751-7",88159
1298001,PCO2 VENOUS,C P CO2 VENOUS,,87738
4858979,REL INDEX,CK-MB Relative Index,,87418
5977006,Trivag-I,Trichomonas vaginalis by Amplified Detection,"46154-1",87367
163110,IRON,C IRON,"2498-4",86883
227071,Delta Bilirubin,Delta Bilirubin,,86820
228308,.Direct Bilirubin,Direct Bilirubin Result,,86763
1412001,BASE EXCESS VENOUS,C BASE EXCESS VENOUS,,86299
4857497,Gel AHG,Gel AHG Phase,,84819
4859065,Ag IS,Antigen Immediate Spin,,84786
3767002,"25 HYDROXY VITAMIN D3",C 25OH VITAMIN D3,,84686
3773003,"25 HYDROXY VITAMIN D2",C 25OH VITAMIN D2,,84685
5275003,Drug Scr Notes,Drug Scr Notes,"34819-3",84673
4866015,RT,Room Temperature Phase,,84667
4859734,Mode,Mode,"20124-4",84591
227278,.Report Status      :,Report Status for Rad Result,,84526
3770002,"25 HYDROXY VITAMIN D TOTAL","C 25OH VITAMIN D, TOTAL","62292-8",84434
4859762,NB T4 High Risk,NB T4 High Risk,"31144-9",84293
4861761,NB Comments,Newborn Screen Comments,"69969-4",84289
4858762,NB TSH High Risk,NB TSH High Risk,"29575-8",84287
228277,.Radiologist 1       :,Radiologist 1 for Rad Results,,83288
226278,.Accession No     :,Accession Number for Rad Result,,83281
4862227,CEA,Carcinoembryonic Antigen,"2039-6",82738
171380,NOTE,NOTE,,82671
11841081,INR,INR (CCH),"6301-6",81648
11843139,PT,PT (CCH),"5902-2",81625
11844079,INR ANTICOAGULANT THERAPY COMMENT,INR ANTICOAGULANT THERAPY COMMENT (CCH),,81624
159414,"25 HYDROXY VITAMIN D3","C VIT D, 25-HYDR","1989-3",80561
11841205,BLOOD,BLOOD (CCH),"57751-0",80284
11845208,UA KETONES,KETONE (CCH),"57734-6",80279
11845213,UA PROTEIN,PROTEIN (CCH),"57735-3",80278
11845212,UA PH,PH (CCH),"50560-2",80277
11841215,UROBILINOGEN,UROBILINOGEN (CCH),"50563-6",80277
11841216,SPEC GRAVITY URINE,SP. GRAVITY (CCH),"2965-2",80276
11841209,LEUK ESTERASE,LEUK ESTERASE (CCH),"60026-2",80276
