FK_LAB_RESULT_ITEM_ID,LAB_RESULT_ITEM_CODE,LAB_RESULT_ITEM_DESCRIPTION,LOINC,ordercount,loinc_uri
4866014,RPR screen,RPR-Test for Syphilis,20507-0,316937,http://purl.bioontology.org/ontology/LNC/20507-0
8835003,ABL Spec Venous,ABL Spec Venous,66746-9,311367,http://purl.bioontology.org/ontology/LNC/66746-9
159170,PLATELET ESTIMATE,C PLATELET ESTIMATE (MANUAL),9317-9,310778,http://purl.bioontology.org/ontology/LNC/9317-9
8836004,O2Hb Venous,O2Hb Venous,71836-1,307505,http://purl.bioontology.org/ontology/LNC/71836-1
8835004,CarboxyHgb Ven,CarboxyHgb Ven,2032-1,307337,http://purl.bioontology.org/ontology/LNC/2032-1
8837004,MetHgb Venous,MetHgb Venous,2617-9,305482,http://purl.bioontology.org/ontology/LNC/2617-9
164874,# LYMPHOCYTES MANUAL,C # LYMPHOCYTES (MANUAL),732-8,296748,http://purl.bioontology.org/ontology/LNC/732-8
159619,# MONOCYTES MANUAL,C # MONOCYTES (MANUAL),743-5,296327,http://purl.bioontology.org/ontology/LNC/743-5
4860482,GC-I,Interpretation (KiZone) for GC,24111-7,294932,http://purl.bioontology.org/ontology/LNC/24111-7
4861331,CT-I,Interpretation (KiZone) for CT,21613-5,294749,http://purl.bioontology.org/ontology/LNC/21613-5
163122,LACTATE,LACTIC ACID,32693-4,290065,http://purl.bioontology.org/ontology/LNC/32693-4
167070,GLUCOSE,C GLUCOSE LVL,2345-7,289938,http://purl.bioontology.org/ontology/LNC/2345-7
160611,UREA NITROGEN,ZZ UREA NITROGEN,3094-0,287226,http://purl.bioontology.org/ontology/LNC/3094-0
4864248,UCRE mg per dL,Urine Creatinine mg/dL,35674-1,284616,http://purl.bioontology.org/ontology/LNC/35674-1
171218,# NEUTROPHILS,Q # NEUTROPHILS,751-8,283666,http://purl.bioontology.org/ontology/LNC/751-8
171219,# EOSINOPHILS,Q # EOSINOPHILS,711-2,283569,http://purl.bioontology.org/ontology/LNC/711-2
159911,# MONOCYTES,Q # MONOCYTES,742-7,283560,http://purl.bioontology.org/ontology/LNC/742-7
165279,# BASOPHILS,Q # BASOPHILS,704-7,283556,http://purl.bioontology.org/ontology/LNC/704-7
165276,# LYMPHOCYTES,Q # LYMPHOCYTES,731-0,280363,http://purl.bioontology.org/ontology/LNC/731-0
11845054,DIFFERENTIAL TYPE,DIFFERENTIAL TYPE (CCH),49024-3,277202,http://purl.bioontology.org/ontology/LNC/49024-3
11845055,% EOSINOPHILS,EOSINOPHIL (CCH),713-8,275987,http://purl.bioontology.org/ontology/LNC/713-8
11845020,# LYMPHOCYTES,ABS LYMPHOCTYE (CCH),731-0,275985,http://purl.bioontology.org/ontology/LNC/731-0
11841029,% BASOPHILS,BASOPHIL (CCH),706-2,275983,http://purl.bioontology.org/ontology/LNC/706-2
11845090,% LYMPHOCYTES,LYMPHOCYTE (CCH),736-9,275983,http://purl.bioontology.org/ontology/LNC/736-9
11844022,# MONOCYTES,ABS MONOCYTE (CCH),742-7,275983,http://purl.bioontology.org/ontology/LNC/742-7
11842120,% NEUTROPHILS,NEUTROPHIL (CCH),770-8,275983,http://purl.bioontology.org/ontology/LNC/770-8
11844101,% MONOCYTES,MONOCYTE (CCH),5905-5,275982,http://purl.bioontology.org/ontology/LNC/5905-5
11843016,# EOSINOPHILS,ABS EOSINOPHIL (CCH),711-2,275982,http://purl.bioontology.org/ontology/LNC/711-2
11842023,# NEUTROPHILS,ABS NEUTROPHIL (CCH),751-8,275982,http://purl.bioontology.org/ontology/LNC/751-8
11845014,# BASOPHILS,ABS BASOPHIL AUTO (CCH),704-7,275981,http://purl.bioontology.org/ontology/LNC/704-7
170926,% LYMPHOCYTES MANUAL,C % LYMPHOCYTES (MANUAL),737-7,274759,http://purl.bioontology.org/ontology/LNC/737-7
170925,% NEUTROPHILS MANUAL,C % SEGMENTED NEUTROPHILS (MANUAL),769-0,274689,http://purl.bioontology.org/ontology/LNC/769-0
159777,# NEUTROPHILS MANUAL,C # SEGMENTED NEUTROPHILS (MANUAL),768-2,274548,http://purl.bioontology.org/ontology/LNC/768-2
11841134,GLUCOSE POINT OF CARE,POINT OF CARE BLOOD GLUCOSE (CCH),41653-7,274305,http://purl.bioontology.org/ontology/LNC/41653-7
164397,# BAND NEUTROPHILS,C # BAND NEUTROPHILS (MANUAL),763-3,274158,http://purl.bioontology.org/ontology/LNC/763-3
170927,% MONOCYTES MANUAL,C % MONOCYTES (MANUAL),744-3,273132,http://purl.bioontology.org/ontology/LNC/744-3
4866187,Tidal Volume,Tidal Volume,20112-9,271873,http://purl.bioontology.org/ontology/LNC/20112-9
1412077,ALBUMIN,Q ALBUMIN,1751-7,267604,http://purl.bioontology.org/ontology/LNC/1751-7
4864296,VitD 25OH Total,VitD 25OH Total,62292-8,262608,http://purl.bioontology.org/ontology/LNC/62292-8
4863172,Target Cells,Target Cell,10381-2,261904,http://purl.bioontology.org/ontology/LNC/10381-2
170493,LACTATE DEHYDROGENASE,C LACTATE DEHYDROGENAS,14804-9,259022,http://purl.bioontology.org/ontology/LNC/14804-9
4862006,25OH Vit D2,25OH Vit D2,49054-0,258138,http://purl.bioontology.org/ontology/LNC/49054-0
4857006,25OH Vit D3,25OH Vit D3,1989-3,258094,http://purl.bioontology.org/ontology/LNC/1989-3
164403,% EOSINOPHILS MANUAL,C % EOSINOPHILS (MANUAL),714-6,256104,http://purl.bioontology.org/ontology/LNC/714-6
164349,MICROCYTES,C MICROCYTES,741-9,255465,http://purl.bioontology.org/ontology/LNC/741-9
639003,UA LEUKOCYTE ESTERASE,UA LEUKOCYTE ESTERASE,5799-2,251891,http://purl.bioontology.org/ontology/LNC/5799-2
11917675,CREATININE,"CREATININE, SERUM (LC)",2160-0,251729,http://purl.bioontology.org/ontology/LNC/2160-0
637004,UA BLOOD,UA BLOOD,5794-3,251687,http://purl.bioontology.org/ontology/LNC/5794-3
638004,UA NITRITE,UA NITRITE,5802-4,250221,http://purl.bioontology.org/ontology/LNC/5802-4
11922672,UREA NITROGEN,BUN (LC),3094-0,249805,http://purl.bioontology.org/ontology/LNC/3094-0
11925029,EGFR NON AFRICAN AMERICAN,EGFR IF NONAFRICN AM (LC),48642-3,249492,http://purl.bioontology.org/ontology/LNC/48642-3
11921024,EGFR AFRICAN AMERICAN,EGFR IF AFRICN AM (LC),48643-1,249410,http://purl.bioontology.org/ontology/LNC/48643-1
11916663,CALCIUM,"CALCIUM, SERUM (LC)",17861-6,249315,http://purl.bioontology.org/ontology/LNC/17861-6
159602,MACROCYTES,C MACROCYTES,738-5,249203,http://purl.bioontology.org/ontology/LNC/738-5
11918664,GLUCOSE,"GLUCOSE, SERUM (LC)",2345-7,248252,http://purl.bioontology.org/ontology/LNC/2345-7
11922676,POTASSIUM,"POTASSIUM, SERUM (LC)",2823-3,248132,http://purl.bioontology.org/ontology/LNC/2823-3
11924674,SODIUM,"SODIUM, SERUM (LC)",2951-2,248115,http://purl.bioontology.org/ontology/LNC/2951-2
11845079,% IMMATURE GRANULOCYTES,IMMATURE GRANULOCYTES (CCH),71695-1,248024,http://purl.bioontology.org/ontology/LNC/71695-1
11841079,# IMMATURE GRANULOCYTES,ABS IMMATURE GRANULOCYTES (CCH),53115-2,247999,http://purl.bioontology.org/ontology/LNC/53115-2
11918669,CHLORIDE,"CHLORIDE, SERUM (LC)",2075-0,247844,http://purl.bioontology.org/ontology/LNC/2075-0
11917679,CARBON DIOXIDE,"CARBON DIOXIDE, TOTAL (LC)",2028-9,247817,http://purl.bioontology.org/ontology/LNC/2028-9
159948,AST,Q AST (ASPARTATE AMINOTRANSFERASE),1920-8,247191,http://purl.bioontology.org/ontology/LNC/1920-8
4866027,Sed Rate,Sedimentation Rate,30341-2,245218,http://purl.bioontology.org/ontology/LNC/30341-2
637002,UA PROTEIN,UA PROTEIN,20454-5,243847,http://purl.bioontology.org/ontology/LNC/20454-5
638002,GLUCOSE URINE,UA GLUCOSE,25428-4,242523,http://purl.bioontology.org/ontology/LNC/25428-4
171922,PCO2 ARTERIAL,PCO2 ART,2019-8,241821,http://purl.bioontology.org/ontology/LNC/2019-8
4863211,Transferrin,Transferrin,3034-6,240478,http://purl.bioontology.org/ontology/LNC/3034-6
4856589,hsCRP,C-Reactive Protein High Sensitivity,30522-7,240073,http://purl.bioontology.org/ontology/LNC/30522-7
171919,POTASSIUM,ZZ POTASSIUM,2823-3,239730,http://purl.bioontology.org/ontology/LNC/2823-3
159795,SQUAMOUS EPITHELIAL,C SQUAMOUS EPITHELIAL,11277-1,239127,http://purl.bioontology.org/ontology/LNC/11277-1
4858955,PT TEMP,Patient Temperature,8310-5,239030,http://purl.bioontology.org/ontology/LNC/8310-5
167076,PH ARTERIAL,PH ART,2744-1,238927,http://purl.bioontology.org/ontology/LNC/2744-1
4862454,Fibrinogen,Fibrinogen,3255-7,237351,http://purl.bioontology.org/ontology/LNC/3255-7
159801,O2 SAT ARTERIAL,MEASURED O2 SAT ART,2708-6,236628,http://purl.bioontology.org/ontology/LNC/2708-6
160614,PO2 ARTERIAL,PO2 ART,2703-7,236349,http://purl.bioontology.org/ontology/LNC/2703-7
159200,BILIRUBIN INDIRECT,C INDIRECT BILI,1971-1,235575,http://purl.bioontology.org/ontology/LNC/1971-1
159620,% BASOPHILS MANUAL,C % BASOPHILS (MANUAL),707-0,234844,http://purl.bioontology.org/ontology/LNC/707-0
159618,% BAND NEUTROPHILS,C % BAND NEUTROPHILS (MANUAL),764-1,233753,http://purl.bioontology.org/ontology/LNC/764-1
159183,PHOSPHATE,C PHOSPHORUS,2777-1,232891,http://purl.bioontology.org/ontology/LNC/2777-1
4859446,Ferritin Lvl,Ferritin Level,2276-4,229511,http://purl.bioontology.org/ontology/LNC/2276-4
11508003,ALT,ALT (CCH),1742-6,228810,http://purl.bioontology.org/ontology/LNC/1742-6
11507004,AST,AST (CCH),1920-8,228649,http://purl.bioontology.org/ontology/LNC/1920-8
11843020,ALKALINE PHOSPHATASE,ALK PHOS (CCH),6768-6,228562,http://purl.bioontology.org/ontology/LNC/6768-6
11842161,BILIRUBIN TOTAL,TOTAL BILI (CCH),1975-2,228404,http://purl.bioontology.org/ontology/LNC/1975-2
11841181,PROTEIN TOTAL,TOTAL PROTEIN (CCH),2885-2,228213,http://purl.bioontology.org/ontology/LNC/2885-2
164346,HYPOCHROMIA,C HYPOCHROMIA,728-6,225686,http://purl.bioontology.org/ontology/LNC/728-6
159603,OVALOCYTES,C OVALOCYTES,774-0,225183,http://purl.bioontology.org/ontology/LNC/774-0
170466,WBC CORRECTED,C WBC CORRECTED,33256-9,224606,http://purl.bioontology.org/ontology/LNC/33256-9
11916665,ALBUMIN,"ALBUMIN, SERUM (LC)",1751-7,222502,http://purl.bioontology.org/ontology/LNC/1751-7
4857751,Myelo Man,Myelocyte Manual,749-2,221748,http://purl.bioontology.org/ontology/LNC/749-2
11917671,ALKALINE PHOSPHATASE,"ALKALINE PHOSPHATASE, S (LC)",6768-6,220560,http://purl.bioontology.org/ontology/LNC/6768-6
167080,# EOSINOPHILS MANUAL,C # EOSINOPHILS (MANUAL),712-0,217098,http://purl.bioontology.org/ontology/LNC/712-0
160616,# BASOPHILS MANUAL,C # BASOPHILS (MANUAL),705-4,216830,http://purl.bioontology.org/ontology/LNC/705-4
11922711,WBC,WBC (LC),6690-2,216194,http://purl.bioontology.org/ontology/LNC/6690-2
639001,UA KETONES,UA KETONES,2514-8,213092,http://purl.bioontology.org/ontology/LNC/2514-8
4862547,Hep Bs Ag,Hepatitis B Surface Antigen,5195-3,211078,http://purl.bioontology.org/ontology/LNC/5195-3
170955,# LYMPHOCYTES ATYPICAL,C # ATYPICAL LYMPHOCYTES (MANUAL),734-4,209735,http://purl.bioontology.org/ontology/LNC/734-4
4857372,Drew Site,Site Drew,20506-2,207796,http://purl.bioontology.org/ontology/LNC/20506-2
4856546,Hepatitis C Ab,Hepatitis C Antibody,16128-1,206489,http://purl.bioontology.org/ontology/LNC/16128-1
4856277,CK MB,Creatine Kinase MB,13969-1,205979,http://purl.bioontology.org/ontology/LNC/13969-1
170950,PATHOLOGIST,PATHOLOGIST,19769-9,204699,http://purl.bioontology.org/ontology/LNC/19769-9
637005,UA PH,UA PH,5803-2,203315,http://purl.bioontology.org/ontology/LNC/5803-2
4855085,Amylase Lvl,Amylase Level,1798-8,202115,http://purl.bioontology.org/ontology/LNC/1798-8
4858944,PSA,Prostate Specific Antigen,2857-1,201721,http://purl.bioontology.org/ontology/LNC/2857-1
170504,NUCLEATED RBC PERCENT,C % NUCLEATED RBC,19048-8,200803,http://purl.bioontology.org/ontology/LNC/19048-8
4859645,Iron,Iron Level,2498-4,200203,http://purl.bioontology.org/ontology/LNC/2498-4
159427,PROSTATE SPECIFIC ANTIGEN TOTAL,C PROSTATE SPECIFIC AG,2857-1,197675,http://purl.bioontology.org/ontology/LNC/2857-1
4865237,UA Hyal Cast,Urine Hyaline Casts,5796-8,197085,http://purl.bioontology.org/ontology/LNC/5796-8
159917,TRIGLYCERIDES,Q TRIGLYCERIDES,2571-8,196958,http://purl.bioontology.org/ontology/LNC/2571-8
171225,CHOLESTEROL,Q TOTAL CHOLESTEROL,2093-3,196838,http://purl.bioontology.org/ontology/LNC/2093-3
165297,CHOLESTEROL HIGH DENSITY LIPOPROTEIN,Q HDL CHOLESTEROL,2085-9,195908,http://purl.bioontology.org/ontology/LNC/2085-9
171226,CHOLESTEROL HDL RATIO,Q CHOLESTEROL/HDL RATIO,9830-1,195805,http://purl.bioontology.org/ontology/LNC/9830-1
4859921,Prealbumin,Prealbumin,14338-8,195206,http://purl.bioontology.org/ontology/LNC/14338-8
159184,URIC ACID,URIC ACID,3084-1,194499,http://purl.bioontology.org/ontology/LNC/3084-1
163761,ANA,C ANA COMMENT,69048-7,190466,http://purl.bioontology.org/ontology/LNC/69048-7
11844097,MAGNESIUM,MAGNESIUM (CCH),19123-9,189873,http://purl.bioontology.org/ontology/LNC/19123-9
4870294,Vitamin B12 Lvl,Vitamin B12 Level,2132-9,187203,http://purl.bioontology.org/ontology/LNC/2132-9
4860425,ETOH-R,ETOH Raw,5645-7,186597,http://purl.bioontology.org/ontology/LNC/5645-7
170523,THYROID STIMULATING HORMONE,Q THYROID STIMULATING HORMONE,3016-3,185620,http://purl.bioontology.org/ontology/LNC/3016-3
11843050,CULTURE,CULTURE (CCH),11475-1,184019,http://purl.bioontology.org/ontology/LNC/11475-1
160017,STATEMENT OF ADEQUACY,Q STATEMENT OF ADEQUACY,19764-0,183880,http://purl.bioontology.org/ontology/LNC/19764-0
171325,INTERPRETATION/RESULT,Q INTERPRETATION/RESULT,10524-7,182915,http://purl.bioontology.org/ontology/LNC/10524-7
639002,BILIRUBIN URINE,UA BILIRUBIN,5770-3,181404,http://purl.bioontology.org/ontology/LNC/5770-3
160615,BASE EXCESS ARTERIAL,BASE EXCESS ART,1925-7,178550,http://purl.bioontology.org/ontology/LNC/1925-7
639004,UA SPECIFIC GRAVITY,UA SPECIFIC GRAVITY,5811-5,178498,http://purl.bioontology.org/ontology/LNC/5811-5
167078,BICARBONATE ARTERIAL,HCO3 ART,1960-4,177779,http://purl.bioontology.org/ontology/LNC/1960-4
4861795,NT-proBNP,NT-proBNP,33762-6,177652,http://purl.bioontology.org/ontology/LNC/33762-6
6760006,O2 Sat Measured,O2 Sat Measured,20564-1,171095,http://purl.bioontology.org/ontology/LNC/20564-1
4864043,Site Ven,Site Venous,20506-2,165236,http://purl.bioontology.org/ontology/LNC/20506-2
1409006,CHOLESTEROL NON HDL,Q NON-HDL CHOLESTER*,43396-1,163969,http://purl.bioontology.org/ontology/LNC/43396-1
4862801,O2SAT CALC,O2Saturation Calculation,2713-6,163691,http://purl.bioontology.org/ontology/LNC/2713-6
4857285,COC-I,Cocaine Metabolite,3393-6,162988,http://purl.bioontology.org/ontology/LNC/3393-6
4868179,THC-I,THC Interpretation,3427-2,162851,http://purl.bioontology.org/ontology/LNC/3427-2
4862866,PCP-I,PCP,3936-2,162551,http://purl.bioontology.org/ontology/LNC/3936-2
4855134,BAR-I,Barbiturates,3377-9,162548,http://purl.bioontology.org/ontology/LNC/3377-9
4856723,METH-I,Methadone,3773-9,162496,http://purl.bioontology.org/ontology/LNC/3773-9
4861143,BENZO-I,Benzodiazepines,3390-2,162385,http://purl.bioontology.org/ontology/LNC/3390-2
164400,% LYMPHOCYTES ATYPICAL,C % ATYPICAL LYMPHOCYTES (MANUAL),735-1,162273,http://purl.bioontology.org/ontology/LNC/735-1
4865211,Transferrin Sat,Transferrin Saturation,2505-6,160676,http://purl.bioontology.org/ontology/LNC/2505-6
159913,% EOSINOPHILS,Q % EOSINOPHILS,713-8,157995,http://purl.bioontology.org/ontology/LNC/713-8
159912,% NEUTROPHILS,Q % NEUTROPHILS,770-8,157995,http://purl.bioontology.org/ontology/LNC/770-8
171221,% BASOPHILS,Q % BASOPHILS,706-2,157989,http://purl.bioontology.org/ontology/LNC/706-2
165282,% MONOCYTES,Q % MONOCYTES,5905-5,157988,http://purl.bioontology.org/ontology/LNC/5905-5
171220,% LYMPHOCYTES,Q % LYMPHOCYTES,736-9,157987,http://purl.bioontology.org/ontology/LNC/736-9
4857721,Meta Man,Metamyelocyte Manual,740-1,157920,http://purl.bioontology.org/ontology/LNC/740-1
4861084,AMPH-I,Amphetamines,3349-8,155720,http://purl.bioontology.org/ontology/LNC/3349-8
4859807,OPIA-I,Opiates,3879-4,155700,http://purl.bioontology.org/ontology/LNC/3879-4
4868143,Stomatocytes,Stomatocytes,10380-4,155117,http://purl.bioontology.org/ontology/LNC/10380-4
165072,LMP,Q LMP,3145-0,154997,http://purl.bioontology.org/ontology/LNC/3145-0
4865170,T4 Free,Thyroxine Free,3024-7,153921,http://purl.bioontology.org/ontology/LNC/3024-7
4859084,AMPH-R,AMPH/METH Raw,56120-9,153675,http://purl.bioontology.org/ontology/LNC/56120-9
4860286,COC-R,Cocaine Raw,3398-5,153659,http://purl.bioontology.org/ontology/LNC/3398-5
4869179,THC-R,THC Raw,42860-7,153536,http://purl.bioontology.org/ontology/LNC/42860-7
164949,CARBOXYHEMOGLOBIN,CARBOXYHEMOGLOBIN,20563-3,153433,http://purl.bioontology.org/ontology/LNC/20563-3
4858866,PCP-R,PCP Raw,3937-0,153184,http://purl.bioontology.org/ontology/LNC/3937-0
4861134,BAR-R,Barbiturates Raw,9426-8,153176,http://purl.bioontology.org/ontology/LNC/9426-8
4857723,METH-R,Methadone Raw,3774-7,153059,http://purl.bioontology.org/ontology/LNC/3774-7
4856143,BENZO-R,Benzodiazepines Raw,9428-4,153023,http://purl.bioontology.org/ontology/LNC/9428-4
4862806,OPIA-R,Opiate Raw,8220-6,152739,http://purl.bioontology.org/ontology/LNC/8220-6
159601,POLYCHROMASIA,C POLYCHROMASIA,10378-8,152720,http://purl.bioontology.org/ontology/LNC/10378-8
4857424,ETOH-I,Ethanol,5644-0,151928,http://purl.bioontology.org/ontology/LNC/5644-0
171902,OXY HEMOGLOBIN(CC QC,OXY HEMOGLOBIN(CC QC,2714-4,149876,http://purl.bioontology.org/ontology/LNC/2714-4
638003,UA COLOR,UA COLOR,5778-6,149537,http://purl.bioontology.org/ontology/LNC/5778-6
159802,METHEMOGLOBIN,METHEMOGLOBIN,2614-6,146918,http://purl.bioontology.org/ontology/LNC/2614-6
6761005,pH (T),pH Temperature Corrected,49701-6,145424,http://purl.bioontology.org/ontology/LNC/49701-6
4857039,ABG K,ABG Potassium,6298-4,145422,http://purl.bioontology.org/ontology/LNC/6298-4
6760004,pCO2 (T),pCO2 Temperature Corrected,34705-4,145390,http://purl.bioontology.org/ontology/LNC/34705-4
4860040,ABG Na,ABG Sodium,2947-0,145346,http://purl.bioontology.org/ontology/LNC/2947-0
171109,O2 CT,O2 CT,34163-6,145284,http://purl.bioontology.org/ontology/LNC/34163-6
6762003,pO2 (T),pO2 Temperature Corrected,19254-2,144966,http://purl.bioontology.org/ontology/LNC/19254-2
8840003,C ABL SPEC ART,C ABL SPEC ART,66746-9,144530,http://purl.bioontology.org/ontology/LNC/66746-9
163854,CALCULATED GRANULOCYTES,C CALCULATED GRANULOCYTES,20482-6,143826,http://purl.bioontology.org/ontology/LNC/20482-6
159437,# LYMPHOCYTES,C CALCULATED LYMPHOCYTES,731-0,143826,http://purl.bioontology.org/ontology/LNC/731-0
170745,# MONOCYTES,C CALCULATED MONOCYTES,742-7,143825,http://purl.bioontology.org/ontology/LNC/742-7
8869004,HEMOGLOBIN,C HGB ARTERIAL,30313-1,143377,http://purl.bioontology.org/ontology/LNC/30313-1
8870005,HEMATOCRIT,C HCT ARTERIAL,32354-3,143370,http://purl.bioontology.org/ontology/LNC/32354-3
8841004,SODIUM,C SODIUM ART,32717-1,143025,http://purl.bioontology.org/ontology/LNC/32717-1
8840005,CHLORIDE,C CHLORIDE ART,41650-3,142907,http://purl.bioontology.org/ontology/LNC/41650-3
8842005,CALCIUM IONIZED,C CA ION ART,34581-9,142873,http://purl.bioontology.org/ontology/LNC/34581-9
8841005,GLUCOSE,C GLUCOSE ART,41651-1,142677,http://purl.bioontology.org/ontology/LNC/41651-1
170932,MEAN PLATELET VOLUME,Q MPV,776-5,141675,http://purl.bioontology.org/ontology/LNC/776-5
170753,CREATININE URINE,C URINE CREATININE MG/DL,35674-1,141039,http://purl.bioontology.org/ontology/LNC/35674-1
8839004,POTASSIUM,C POTASSIUM ART,32713-0,140424,http://purl.bioontology.org/ontology/LNC/32713-0
159988,INR,Q INR (INTERNATIONAL NORMALIZED RATIO),6301-6,139833,http://purl.bioontology.org/ontology/LNC/6301-6
171358,PT,Q PT (PROTHROMBIN TIME),5902-2,139440,http://purl.bioontology.org/ontology/LNC/5902-2
4858039,ABG Hgb,ABG Hemoglobin,718-7,138901,http://purl.bioontology.org/ontology/LNC/718-7
637003,UA APPEARANCE,UA APPEARANCE,5767-9,137952,http://purl.bioontology.org/ontology/LNC/5767-9
4856146,Beta hCG Quant,Beta Human Chorionic Gonadotropin Quantitative,21198-7,136930,http://purl.bioontology.org/ontology/LNC/21198-7
4862039,ABG Hct,ABG Hematocrit,4544-3,136914,http://purl.bioontology.org/ontology/LNC/4544-3
4860995,% Retic,Reticulocyte %,4679-7,136595,http://purl.bioontology.org/ontology/LNC/4679-7
4865261,UPRO mg per dL,Urine Protein mg/dL,35663-4,136337,http://purl.bioontology.org/ontology/LNC/35663-4
8842003,BODY TEMPERATURE,C TEMP ART,8310-5,134736,http://purl.bioontology.org/ontology/LNC/8310-5
4861299,Condition,Condition,38196-2,134635,http://purl.bioontology.org/ontology/LNC/38196-2
8840006,PCO2 ARTERIAL TEMP CORRECTED,C PCO2(T) ART,34705-4,133754,http://purl.bioontology.org/ontology/LNC/34705-4
8839005,PH ARTERIAL,C PH(T) ART,2744-1,133178,http://purl.bioontology.org/ontology/LNC/2744-1
4859547,Hep Bs Ab,Hepatitis B Surface Antibody,16935-9,131549,http://purl.bioontology.org/ontology/LNC/16935-9
4864219,Troponin-I,Troponin-I,10839-9,130726,http://purl.bioontology.org/ontology/LNC/10839-9
8842006,PO2 ARTERIAL,C PO2(T) ART,2703-7,130709,http://purl.bioontology.org/ontology/LNC/2703-7
4856726,Microalb/Creat,Microalbumin Creatinine Ratio,14959-1,130340,http://purl.bioontology.org/ontology/LNC/14959-1
170472,BILIRUBIN INDIRECT,C UNCONJUGATED BILIRUB,3968-5,129496,http://purl.bioontology.org/ontology/LNC/3968-5
163140,SEDIMENTATION RATE,C SEDIMENTATION RATE,30341-2,129253,http://purl.bioontology.org/ontology/LNC/30341-2
4870173,TCO2,TCO2,2028-9,128473,http://purl.bioontology.org/ontology/LNC/2028-9
163038,BILIRUBIN DIRECT,C CONJUGATED BILIRUBIN,3968-5,128022,http://purl.bioontology.org/ontology/LNC/3968-5
163035,BILIRUBIN DELTA,"C BILIRUBIN, DELTA",3968-5,127533,http://purl.bioontology.org/ontology/LNC/3968-5
4861178,Body Temp,Body Temperature,8310-5,126395,http://purl.bioontology.org/ontology/LNC/8310-5
