"PK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","LAB_RESULT_COUNT","obo","loinc.obo"
159862,"LFOLLICLE6","L FOLLICLE 6",NA,1277,NA,NA
159870,"FATS NEUTRAL","C FATS NEUTRAL","12598-9",468,NA,NA
159873,"COCCIDIOIDES AB, IGG","C COCCIDIOIDES AB, IGG","31154-8",126,NA,NA
159876,"SAMPLE SITE (VENOUS)","SAMPLE SITE (VENOUS)","20506-2",39819,NA,NA
159890,"LOG 10 HIV-1 (COPIES","LOG 10 HIV-1 (COPIES",NA,14,NA,NA
159895,"STATUS","STATUS",NA,2141,NA,NA
159902,"CLINICAL HISTORY","CLINICAL HISTORY",NA,348,NA,NA
159911,"# MONOCYTES","Q # MONOCYTES","742-7",310907,NA,NA
159918,"CHOLESTEROL CALCULATED LOW DENSITY LIPOPROTEIN","Q LDL CHOLESTEROL","13457-7",48409,NA,NA
159928,"UA APPEARANCE","Q UA APPEARANCE","5767-9",70394,NA,NA
159934,"Q TESTOSTERONE, TOTAL","Q TESTOSTERONE, TOTAL","2986-8",28,NA,"CHEBI:17347"
159935,"PROLACTIN","ZZ PROLACTIN",NA,369,NA,NA
159938,"T4 TOTAL","T-4 (THYROXINE), TOTAL","3026-2",19765,"CHEBI:30660","CHEBI:30660"
159964,"COMMENT(S)","Q COMMENT(S)","8251-1",29332,NA,NA
159967,"UA REDUCING SUBSTANCES","Q UA REDUCING SUBSTANCES","20626-8",18,NA,NA
159968,"URIC ACID CRYSTALS","URIC ACID CRYSTALS",NA,17,NA,NA
159969,"HYALINE CASTS","Q HYALINE CAST","5796-8",62811,NA,NA
159982,"DNA IN-SITU HYBRIDIZATION PRIMARY BIOPSY SITE","DNA IN-SITU HYBRIDIZATION PRIMARY BIOPSY SITE",NA,9,NA,NA
159984,"BILIRUBIN DIRECT","Q BILIRUBIN, DIRECT","1968-7",50381,"CHEBI:16990","CHEBI:16990"
159995,"LOG 10 HIV-1 (COPIES","C LOG 10 HIV-1 (COPIES",NA,16620,NA,NA
159999,"DIRECT GP IA/IIA, IG","C DIRECT GP IA/IIA, IG","69049-5",2,NA,NA
160000,"INDIRECT GPIB/1X, IG","C INDIRECT GPIB/1X, IG",NA,2,NA,NA
160004,"INDIRECT GPIB/1X, IG","C INDIRECT GPIB/1X, IG",NA,2,NA,NA
160010,"INFLU A VIRUS AB, IGM","C INFLU A VIRUS AB, IGM","31438-5",55,NA,NA
160016,"PREV. PAP","Q PREV. PAP",NA,189016,NA,NA
160017,"STATEMENT OF ADEQUACY","Q STATEMENT OF ADEQUACY","19764-0",189076,NA,NA
160022,"BETA GLOBULINS","C BETA-GLOBULIN FRACTI","2871-2",52522,NA,NA
160023,"SPIFE TP","C SPIFE TP","2885-2",96,NA,"CHEBI:36080"
160028,"B DIAGNOSIS","Q B DIAGNOSIS",NA,4682,NA,NA
160030,"HEMOGLOBIN A1","HEMOGLOBIN A1",NA,195,NA,NA
160031,"LYME DISEASE, EIA W/REFL IGG, IGM WESTERN BLOT","Q LYME DISEASE, EIA W/REFL IGG, IGM WESTERN BLOT","5060-9",7827,NA,NA
160032,"C PROCEDURE","Q C PROCEDURE",NA,2054,NA,NA
160037,"DNA (DS) ANTIBODIES","DNA (DS) ANTIBODIES",NA,9,NA,NA
160041,"Q DIAGNOSIS","Q DIAGNOSIS","29308-4",3,NA,NA
160050,"PTT","Q PTT (ACTIVATED PARTIAL THROMBOPLASTIN TIME)","14979-9",12398,NA,NA
160058,"PROTHROMBIN GENE ANALYSIS","PROTHROMBIN GENE ANALYSIS",NA,16,NA,NA
160062,"TESTOSTERONE, TOTAL","ZZ TESTOSTERONE, TOTAL",NA,147,NA,NA
160075,"SITE (PROMPT)","SITE (PROMPT)",NA,16950,NA,NA
160078,"CLINICAL INFORMATION","CLINICAL INFORMATION",NA,49,NA,NA
160080,"INTERPRETATION/RESULT","INTERPRETATION/RESULT",NA,49,NA,NA
160087,"PTT","ZZ PTT (ACTIVATED PARTIAL THROMBOPLASTIN TIME)","14979-9",2,NA,NA
160134,"CREATINE KINASE","ZZ CREATINE KINASE",NA,12,NA,NA
160166,"TRANSFERRIN SATURATI","TRANSFERRIN SATURATI",NA,50,NA,NA
160197,"HIV/CONSENT FORM","HIV/CONSENT FORM",NA,2,NA,NA
160215,"SODIUM","ZZ SODIUM","2951-2",3,"CHEBI:26712","CHEBI:26712"
160264,"BILIRUBIN INDIRECT","ZZ INDIRECT BILI",NA,3,"CHEBI:16990",NA
160270,"TESTOSTERONE, % FREE","ZZ TESTOSTERONE, % FREE","15432-8",2,NA,NA
160313,"CYCLOSPORINE TIME 1","CYCLOSPORINE TIME 1",NA,3,NA,NA
160336,"ADJ MULTIPLE OF MEDIAN","Q ADJ MULTIPLE OF MEDIAN",NA,382,NA,NA
160353,"SEDIMNETATION RATE BY MODIFIED WESTERGREN","SED RATE BY MODIFIED WESTERGREN",NA,213,NA,NA
160366,"ANA SCREEN","ANA SCREEN",NA,5,NA,NA
160369,"GLUCOSE","ZZ GLUCOSE","2345-7",5,"CHEBI:17234","CHEBI:17234"
160381,"NEISSERIA GONORROHOEAE BY PCR","Q N. GONORRHOEAE RNA, TMA","43305-2",2185,NA,NA
160429,"TESTOSTERONE, TOTAL","TESTOSTERONE, TOTAL",NA,10,NA,NA
160430,"Q DHEA SULFATE","ZZ DHEA SULFATE","2191-5",25,NA,NA
160446,"S PNEUMONIAE TYPE 9N","C S PNEUMONIAE TYPE 9N","25296-5",409,NA,NA
160453,"HSV 2 G-SPECIFIC","C HSV 2 G-SPECIFIC",NA,3694,NA,NA
160455,"RETICULOCYTES","Q RETICULOCYTE COUNT, AUTOMATED","17849-1",2545,NA,NA
160456,"LUTEINIZING HORMONE (LH-ICMA)","LUTEINIZING HORMONE (LH-ICMA)",NA,9,NA,NA
160465,"RDW-SD","RDW-SD",NA,209,NA,NA
160469,"BASO #","BASO #",NA,5,NA,NA
160470,"Q HCV RNA (LOG IU/ML)","Q HCV RNA (LOG IU/ML)","38180-6",116,NA,NA
160471,"MULTIPLE OF THE MEDIAN","MULTIPLE OF THE MEDIAN",NA,2,NA,NA
160484,"ANTITHROMBIN III ACTIVITY","Q ANTITHROMBIN III *","3174-0",341,NA,NA
160492,"HIV-2, WESTERN BLOT","HIV-2, WESTERN BLOT",NA,22,NA,NA
160493,"25 HYDROXY VITAMIN D TOTAL","VITAMIN D, 25-OH, TOTAL","1990-1",47830,NA,NA
160503,"METHYLENEDIOXYETHYLA","C METHYLENEDIOXYETHYLA","61048-5",1323,NA,NA
160507,"PCR SPECIMEN 3","PCR SPECIMEN 3",NA,2,NA,NA
160509,"BCR/ABL SOURCE","C BCR/ABL SOURCE","31208-2",342,NA,NA
160515,"EPINEPHRINE, 24 HR URINE","Q EPINEPHRINE, 24 HR URINE","2232-7",285,NA,NA
160517,"AMMONIATED LATEX EXT","C AMMONIATED LATEX EXT",NA,88,NA,NA
160521,"PRE-TEST HR (BPM)","PRE-TEST HR (BPM)",NA,14246,NA,NA
160523,"END OF TEST BORG SCALE","END OF TEST BORG SCALE",NA,2735,NA,NA
160530,"SHARED ASSAY COMPONENTS","SHARED ASSAY COMPONENTS",NA,414,NA,NA
160535,"PCWP","PCWP",NA,78,NA,NA
160549,"ALLERGEN A FUMIGATUS","C ALLERGEN A FUMIGATUS","6025-1",35,NA,NA
160555,"TUMOR NECROSIS FACTOR ALPHA","TUMOR NECROSIS FACTOR ALPHA, SERUM","3074-2",12,NA,NA
160558,"Q RISK FOR DOWN SYNDROME BASED ON AGE","Q RISK FOR DOWN SYNDROME BASED ON AGE","49090-4",2547,NA,NA
160572,"VA(L)","VA(L)",NA,7,NA,NA
160575,"TLC(PLETH)(L)","TLC(PLETH)(L)",NA,2,NA,NA
160579,"SEPTAL THICKNESS","SEPTAL THICKNESS",NA,35,NA,NA
160589,"SEBACIC ACID","C SEBACIC ACID","25134-8",5,NA,NA
160597,"CADASIL DNA","C CADASIL DNA",NA,4,NA,NA
160607,"CEPHALOTHIN","CEPHALOTHIN",NA,143,NA,NA
160608,"GENT","C GENT",NA,238,NA,NA
160612,"EGFR NON-AFRICAN AMERICAN","C ESTIMATED GFR NON-AA","48642-3",1495123,NA,NA
160614,"PO2 ARTERIAL","PO2 ART","2703-7",275043,"CHEBI:15379","CHEBI:15379"
160614,"PO2 ARTERIAL","PO2 ART","2703-7",275043,"CHEBI:15379","CHEBI:15379"
160616,"# BASOPHILS MANUAL","C # BASOPHILS (MANUAL)","705-4",252274,NA,NA
160623,"OX","OX",NA,60,NA,NA
160624,"NRBLASTS","NRBLASTS",NA,3,NA,NA
160627,"CEFEPIME","C CEFEPIME",NA,228,NA,NA
160638,"URINE TOTAL VOLUME","VMA VOLUME","19153-6",282,NA,NA
160651,"URINE TIME.","URINE TIME.",NA,745,NA,NA
160678,"Q CONSIDER INSULIN RESIST/ METABOLIC SYNDROME","Q CONSIDER INSULIN RESIST/ METABOLIC SYNDROME",NA,392,NA,NA
160687,"UN BF TYPE","UN BF TYPE","14725-6",10,NA,NA
160690,"CALCULI NUMBER","CALCULI NUMBER",NA,1883,NA,NA
160693,"VMA, URINE MG/G","VMA, URINE MG/G",NA,159,NA,NA
160700,"RESP RATE","RESP RATE","9279-1",35,NA,NA
160703,"AMITRIP AND NORTRIP","AMITRIP AND NORTRIP",NA,48,NA,NA
160712,"COLLECTION SAMPLE","Q COLLECTION SAMPLE","31208-2",376,NA,NA
160716,"BK INTERP","BK INTERP","62365-2",2803,NA,NA
160729,"17 HYDROXYPROGESTERONE, LC/MS/MS","Q 17 HYDROXYPROGESTERONE, LC/MS/MS","1668-3",1451,NA,NA
159155,"% NEUTROPHILS FLUID","C % SEGMENTED NEUTROPHILS (FLUID)","30453-5",8649,NA,NA
159157,"% OTHER CELLS (FLUID)","C % OTHER CELLS (FLUID)","26473-9",8637,NA,NA
159158,"WBC","C WHITE BLOOD CELLS","6690-2",2683921,NA,NA
159166,"POTASSIUM","C POTASSIUM","2823-3",2734928,"CHEBI:26217","CHEBI:26217"
159169,"HIV/CONSENT FORM","HIV/CONSENT FORM",NA,13759,NA,NA
159174,"UA LEUKOCYTE ESTERASE","C UA LEUKOCYTE ESTERASE","5799-2",488175,NA,NA
159175,"UA COLOR","C UA COLOR","5778-6",485262,NA,NA
159178,"HYCST","HYCST",NA,54,NA,NA
159184,"URIC ACID","URIC ACID","3084-1",204357,"CHEBI:27226","CHEBI:27226"
159188,"CR-IGM","C CR-IGM","12203-6",430,NA,NA
159189,"AMMONIA","C AMMONIA","15149-8",8762,NA,NA
159199,"GLUCOSE","C GLUCOSE, RANDOM","2345-7",2265,"CHEBI:17234","CHEBI:17234"
159200,"BILIRUBIN INDIRECT","C INDIRECT BILI","1971-1",280774,"CHEBI:16990","CHEBI:16990"
159213,"STOOL CHLORIDE","C STOOL CHLORIDE","15158-9",105,"CHEBI:17996","CHEBI:17996"
159216,"CANCER ANTIGEN 19-9","C CANCER ANTIGEN 19-9",NA,36255,NA,NA
159229,"TRAZADONE, SERUM","C TRAZADONE, SERUM",NA,12,NA,NA
159238,"QUI FREQ","QUI FREQ",NA,4,NA,NA
159247,"TIME","C TIME",NA,1661,NA,NA
159259,"POLIO VIRUS AB TYPE 3","C POLIO TYPE 3",NA,913,NA,NA
159264,"FLUA","FLUA",NA,11,NA,NA
159266,"ALKALINE PHOSPHATASE","ALKALINE PHOSPHATASE",NA,449,NA,NA
159267,"ALKALINE PHOSPHATASE OTHER","ALKALINE PHOSPHATASE",NA,9,NA,NA
159270,"PROSTATE SPECIFIC ANTIGEN PERCENT FREE","C SO PROSTATE SPECIFIC AG PERCENT FREE","12841-3",5188,NA,NA
159271,"ASIALO GM1 ANTIBODY,","ASIALO GM1 ANTIBODY,",NA,5,NA,NA
159276,"COPPER, URINE (MCG/D","C COPPER, URINE (MCG/D",NA,66,NA,NA
159278,"C. PNEUMONIAE IGM TI","C C. PNEUMONIAE IGM TI",NA,325,NA,NA
159283,"HISTOPLASMA AB.(ID)","HISTOPLASMA AB.(ID)","5218-3",126,NA,NA
159284,"PYRUVATE(PYRUVIC ACI","C PYRUVATE(PYRUVIC ACI",NA,53,NA,NA
159309,"TOBRAMYCIN PEAK","C TOBRAMYCIN PEAK","4057-6",73,NA,NA
159317,"METHAQUALONE","METHAQUALONE",NA,172,NA,NA
159337,"UBUTABARB","C UBUTABARB",NA,593,NA,NA
159338,"UPHENOBARB","UPHENOBARB","16192-7",678,NA,NA
159346,"N-METHYLHISTAMINE (M","C N-METHYLHISTAMINE (M","44340-8",7,NA,NA
159347,"FIBRINOGEN","FIBRINOGEN","3255-7",34088,NA,NA
159350,"DIURETIC SURVEY, URINE","DIURETIC SURVEY, URINE",NA,4,NA,NA
159351,"CORTISOL","C CORTISOL","2143-6",15465,"CHEBI:17650","CHEBI:17650"
159352,"THYROID STIMULATING HORMONE","C THYROID STIMULATING HORMONE","3016-3",719978,NA,NA
159356,"CA 125","C CANCER ANTIGEN 125","10334-1",22866,NA,NA
159358,"REPTILASE TIME","C REPTILASE TIME","6683-7",415,NA,NA
159364,"SERINE","C SERINE","20656-5",32,NA,NA
159366,"TAURINE","C TAURINE","20657-3",32,NA,NA
159367,"VALINE","C VALINE","20661-5",32,NA,NA
159373,"TESTOSTERONE","C TESTOSTERONE","2986-8",33277,"CHEBI:17347","CHEBI:17347"
159374,"PROPOXYPHENE","PROPOXYPHENE","19141-1",13599,NA,NA
159377,"C1 ESTRSE INH","C C1 ESTRSE INH","4477-6",469,NA,NA
159381,"DIHYDROXYTESTERONE","C DIHYDROXYTESTERONE",NA,155,NA,NA
159384,"INSULIN","INSULIN","20448-7",6877,NA,NA
159385,"LYSOZYME","C LYSOZYME","29956-0",52,NA,NA
159387,"SALICYLATE","SALICYLATE",NA,5,NA,NA
159412,"TRANXENE (CLORAZEPAT","TRANXENE (CLORAZEPAT",NA,2,NA,NA
159421,"DIGITOXIN","DIGITOXIN",NA,13,NA,NA
159423,"TAY-SACHS SCREEN","TAY-SACHS SCREEN",NA,20,NA,NA
159426,"ANTIBODY HEPATITIS B","ANTIBODY HEPATITIS B",NA,191,NA,NA
159430,"ANTI SMOOTH MUSCLE A","ANTI SMOOTH MUSCLE A","14252-1",17290,NA,NA
159437,"# LYMPHOCYTES","C CALCULATED LYMPHOCYTES","731-0",143826,NA,NA
159455,"EBV ANTI-NUCLEAR AB","C EBV ANTI-NUCLEAR AB","31372-6",6945,NA,NA
159462,"URINE SODIUM (MMOL/L)","C URINE SODIUM (MMOL/L)","35678-2",9428,"CHEBI:26712","CHEBI:26712"
159474,"ABSOLUTE NUMBER TOTA","C ABSOLUTE NUMBER TOTA",NA,43,NA,NA
159475,"ABSOLUTE CD4","CD4 ABS COUNT",NA,24367,NA,NA
159477,"LD-1","C LD-1","2536-1",681,NA,NA
159485,"TOTL HYDROXPR","C TOTL HYDROXPR","28601-3",7,NA,NA
159487,"RETRIEVAL OF LYMPH F","RETRIEVAL OF LYMPH F",NA,1375,NA,NA
159497,"TRIGLYCERIDES","C TRIGLYCERIDES","2571-8",16134,"CHEBI:17855","CHEBI:17855"
159509,"MISCELLANEOUS SEND O","C MISCELLANEOUS SEND O",NA,5243,NA,NA
159512,"CARBAMAZEPINE","CARBAMAZEPINE",NA,18,NA,NA
159522,"N-DESETHYL AMIODARON","N-DESETHYL AMIODARON",NA,80,NA,NA
159524,"CALC HYDRO PHOSPHATE","CALC HYDRO PHOSPHATE",NA,3,NA,NA
159526,"AMMONIUM URATE","AMMONIUM URATE",NA,2,NA,NA
159530,"DRVV PATIENT","C DRVV PATIENT",NA,4916,NA,NA
159534,"LACTATE DEHYDROGENASE FLUID","C FLUID LDH","14803-1",1936,NA,NA
159561,"HEPARIN AB","C HEPARIN AB","34701-3",137,NA,NA
159573,"LITHIUM","LITHIUM","14334-7",4009,"CHEBI:33298","CHEBI:33298"
159604,"TEAR DROP CELLS","C TEAR DROP CELLS","7791-7",131417,NA,NA
159631,"THEOPHYLLINE","THEOPHYLLINE",NA,320,NA,NA
159640,"PHENYLPROPANOLAMINE","C PHENYLPROPANOLAMINE","3965-1",8886,NA,NA
159645,"4 HOUR GLUCOSE TOLERANCE - 4 HOUR","C GLUCOSE 240 MIN","26541-3",29,"CHEBI:17234","CHEBI:17234"
159648,"% MYELOCYTES","C % MYELOCYTES (MANUAL)","749-2",66387,NA,NA
159716,"NEISSERIA GONORROHOEAE CULTURE","GONORRHEA CULTURE",NA,2,NA,NA
159718,"OVA & PARASITE EXAMI","OVA & PARASITE EXAMI",NA,3,NA,NA
159720,"BLOOD CULTURE","BLOOD CULTURE",NA,2,NA,NA
159759,"DAT NB INTERPRETATIO","C DAT NB INTERPRETATIO",NA,629,NA,NA
159767,"SEROTONIN RELEASE","C SEROTONIN RELEASE",NA,4,NA,NA
159769,"ANTICARDIOLIPIN IGA","ANTICARDIOLIPIN IGA",NA,6,NA,NA
159773,"HEMOGLOBIN C","C HEMOGLOBIN C",NA,409,NA,NA
159774,"HEMOGLOBIN A2","C HEMOGLOBIN A2",NA,15320,NA,NA
159793,"HUNTINGTON'S DISEASE","C HUNTINGTON'S DISEASE",NA,2,NA,NA
159796,"HYALINE CASTS","C HYALINE CASTS","5796-8",108399,NA,NA
159797,"CYSTEINE CRYSTALS","CYSTEINE CRYSTALS",NA,12,NA,NA
159798,"GRANULAR CASTS","C GRANULAR CASTS","5793-5",7322,NA,NA
159801,"O2 SAT ARTERIAL","MEASURED O2 SAT ART","2708-6",269905,"CHEBI:15379","CHEBI:15379"
159801,"O2 SAT ARTERIAL","MEASURED O2 SAT ART","2708-6",269905,"CHEBI:15379","CHEBI:15379"
159814,"HTLV I-II ABS (EIA)","HTLV I-II ABS (EIA)",NA,25,NA,NA
159815,"CREATININE CLEARANCE","C CREATININE CLEARANCE","12195-4",6856,NA,NA
159825,"URINE OXALATE MG/L","C URINE OXALATE MG/L","27222-9",360,"CHEBI:132952","CHEBI:132952"
159827,"LEUKOCYTE ALKALINE P","LEUKOCYTE ALKALINE P","59466-3",57,NA,NA
159841,"RCYST","R OVARY CYST",NA,2340,NA,NA
159848,"HUMAN CHORIONIC GONADOTROPIN","HCG",NA,922,NA,NA
159859,"GM1 ANTIBODIES, IGM","C GM1 ANTIBODIES, IGM","51703-7",58,NA,NA
159860,"CYSTINE (U)","C CYSTINE","22672-0",30,NA,NA
159863,"DIPHTHERIA AB, IGG","C DIPHTHERIA AB, IGG","13227-4",118,NA,NA
159869,"FAX REQUEST (OUTPATI","FAX REQUEST (OUTPATI",NA,23449,NA,NA
159875,"17-HYDROXY PROGESTER","C 17-HYDROXY PROGESTER","1668-3",1948,NA,NA
159879,"GLIADIN ANTIBODY, IG","GLIADIN ANTIBODY, IG",NA,1186,NA,NA
159884,"CLINICAL COMMENT","C CLINICAL COMMENT",NA,36,NA,NA
159885,"HUP RADIOLOGY REPORT","HUP RADIOLOGY REPORT",NA,361665,NA,NA
159889,"HIV 1 AND 2 ANTIBODY","C HIV 1,2 SCREENING TEST","7917-8",114515,NA,NA
159891,"HOMOCYSTINE PLASMA","C HOMOCYSTINE PLASMA","2429-9",142,NA,NA
159896,"ISOLATE 2","ISOLATE 2",NA,13,NA,NA
159899,"RECOMMENDATIONS","RECOMMENDATIONS",NA,350,NA,NA
159900,"REV CYTOTECHNOLOGIST","REV CYTOTECHNOLOGIST",NA,718,NA,NA
159903,"HPV HIGH RISK","HPV DNA",NA,205,NA,NA
159906,"QUESTION/PROBLEM","QUESTION/PROBLEM 1",NA,274,NA,NA
159923,"STATUS","STATUS",NA,59,NA,NA
159924,"TEST(S) ORDERED","Q TEST(S) ORDERED",NA,62,NA,NA
159926,"Q HERPES SIMPLEX TYPE 1","Q HERPES SIMPLEX TYPE 1","5206-8",2327,NA,NA
159943,"COMMENTS","COMMENTS",NA,190,NA,NA
159948,"AST","Q AST (ASPARTATE AMINOTRANSFERASE)","1920-8",257646,NA,NA
159953,"HIST NEURAL TUBE DEFECT","HIST NEURAL TUBE DEFECT",NA,195,NA,NA
159954,"Q FSH, 3RD GENERATION","Q FSH, 3RD GENERATION","15067-2",208,NA,NA
159975,"TIME 4","TIME 4",NA,40,NA,NA
159979,"SPECIMEN 4","Q SPECIMEN 4","12617-7",110,NA,NA
159980,"2 HOUR GLUCOSE TOLERANCE - FASTING","Q FASTING SPECIMEN","1558-6",1212,"CHEBI:17234","CHEBI:17234"
159981,"SEE NOTE","SEE NOTE",NA,2,NA,NA
159986,"Q CT/NG SCREEN","Q CT/NG SCREEN","43406-8",21,NA,NA
159988,"INR","Q INR (INTERNATIONAL NORMALIZED RATIO)","6301-6",148377,NA,NA
159991,"IGG INDEX","C IGG INDEX","14117-6",963,NA,NA
160002,"DIRECT GP IB/1X, IGM","C DIRECT GP IB/1X, IGM",NA,2,NA,NA
160003,"DIRECT GP IA/IIA, IG","C DIRECT GP IA/IIA, IG","69049-5",2,NA,NA
160019,"INFECTION","Q INFECTION",NA,9171,NA,NA
160021,"ALBUMIN","C ALBUMIN FRACTION","2862-1",52773,NA,"PR:000003918"
160026,"Q A MICRO DESCRIPTION","Q A MICRO DESCRIPTION","22635-7",1253,NA,NA
160036,"QUEST NOTE","QUEST NOTE 7",NA,96,NA,NA
160071,"QUEST NOTE","QUEST NOTE 12",NA,14,NA,NA
160074,"HSV IGM TITER","Q HSV IGM TITER","14213-3",107,NA,NA
160076,"Q CHROMOSOME, BLOOD","Q CHROMOSOME, BLOOD","29770-5",92,NA,NA
160077,"% NATURAL KILLER CELLS","NK PERCENT",NA,78,NA,NA
160107,"B GROSS DESCRIPTION","B GROSS DESCRIPTION",NA,2,NA,NA
160182,"CALCIUM OXALATE CRYSTALS","CALCIUM OXALATE CRYSTALS",NA,9,"CHEBI:60579",NA
160212,"C SOURCE","C SOURCE",NA,50,NA,NA
160257,"COMMENT","COMMENT",NA,6632,NA,NA
160263,"D DIMER","D-DIMER",NA,8,NA,NA
160310,"HYALINE CASTS","HYALINE CAST",NA,134,NA,NA
160325,"EPINEPHRINE","EPINEPHRINE",NA,191,NA,NA
160349,"HEPATITIS C ANTIBODY","HEPATITIS C ANTIBODY",NA,119,NA,NA
160380,"HEXAGONAL PHASE NEUTRALIZATION","HEXAGONAL PHASE NEUTRALIZATION",NA,2,NA,NA
160443,"UNCLASSIFIED CASTS","C UNCLASSIFIED CASTS",NA,1160,NA,NA
160444,"S PNEUMONIAE TYPE 3","C S PNEUMONIAE TYPE 3","86080-9",409,NA,NA
160447,"S PNEUMONIAE TYPE 14","C S PNEUMONIAE TYPE 14","85991-8",409,NA,NA
160448,"S PNEUMONIAE TYPE 23F","C S PNEUMONIAE TYPE 23F","86064-3",409,NA,NA
160450,"SPECIMEN SENT TO STA","C SPECIMEN SENT TO STA",NA,89,NA,NA
160457,"HEPATITIS A AB, TOTAL","Q HEPATITIS A AB, T*","13951-9",1464,NA,NA
160459,"Q GLIADIN ANTIBODY (IGA)","Q GLIADIN ANTIBODY (IGA)","6924-5",1426,NA,NA
160462,"GESTATIONAL CALC METHOD","GESTATIONAL CALC METHOD",NA,3,NA,NA
160463,"BLOOM SYNDROME","BLOOM SYNDROME",NA,208,NA,NA
160466,"NEUT %","NEUT %",NA,7,NA,NA
160477,"PTT","Q PTT (ACTIVATED PARTIAL THROMBOPLASTIN TIME)","14979-9",19,NA,NA
160478,"Q VWF COLLAGEN BINDING","Q VWF COLLAGEN BINDING","50377-1",18,NA,NA
160483,"SICKLE CELL ANEMIA","SICKLE CELL ANEMIA",NA,23,NA,NA
160502,"Q HSV 2 IGG, HERPESELECT TYPE SPECIFIC AB","Q HSV 2 IGG, HERPESELECT TYPE SPECIFIC AB","5209-2",644,NA,NA
160510,"BCR/ABL PREV SOURCE","C BCR/ABL PREV SOURCE","31208-2",243,NA,NA
160511,"BCR/ALB PREVIOUS RAT","C BCR/ALB PREVIOUS RAT",NA,250,NA,NA
160512,"Q HIV-2 AB, EIA","Q HIV-2 AB, EIA","30361-0",5,NA,NA
160514,"3-OH-COTININE, S/P","C 3-OH-COTININE, S/P","35140-3",295,NA,NA
160519,"ZAP70 INTERPRETATION","ZAP70 INTERPRETATION",NA,1393,NA,NA
160527,"RESP RATE (PROMPT)","RESP RATE (PROMPT)","9279-1",7,NA,NA
160529,"CLASS I LUMINEX SING","CLASS I LUMINEX SING",NA,431,NA,NA
160531,"GGT","Q GGT","2324-2",21383,NA,"PR:000001351"
160538,"BUMETANIDE","C BUMETANIDE","3409-0",10,NA,NA
160541,"PLASMA RENIN ACTIVITY","PLASMA RENIN ACTIVITY",NA,48,NA,NA
160543,"SAMPLE FOR ICORT","C SAMPLE FOR ICORT",NA,164,NA,NA
160552,"PEMPHIGUS AB","C PEMPHIGUS AB","42936-5",44,NA,NA
160554,"FEV1/FVC PRE ACTUAL","FEV1/FVC PRE ACTUAL",NA,59092,NA,NA
160565,"LOG 10 CMV (COPIES /","C LOG 10 CMV (COPIES /",NA,3195,NA,NA
160566,"ALBUMIN URINE","Q MICROALBUMIN","1754-1",28860,NA,"PR:000003918"
160571,"RV % PRED","RV %PRED",NA,6,NA,NA
160576,"TISSUE TRANSGLUTAMINASE ANTIBODY, IGA","TISSUE TRANSGLUTAMINASE ANTIBODY, IGA","31017-7",3834,NA,NA
160578,"EJECTION FRACTION (ECHO)","EJECTION FRACTION (ECHO)",NA,1030,NA,NA
160593,"URIC ACID URINE 24 HOUR","URIC ACID, 24 HOUR URINE",NA,4,NA,NA
160599,"BK VIRUS DNA, QUANT","BK VIRUS DNA, QUANT","43201-3",3176,NA,NA
160602,"LAB LOC (K) ISTAT","LAB LOC (K) ISTAT","3968-5",30955,NA,"CHEBI:8107"
160604,"T(4;11)-LEUKEMIA TRA","T(4;11)-LEUKEMIA TRA",NA,2,NA,NA
160615,"BASE EXCESS ARTERIAL","BASE EXCESS ART","1925-7",178553,NA,NA
160619,"AFB ST","C AFB ST",NA,113,NA,NA
160620,"LDH BF TYPE","LDH BF TYPE","14725-6",1830,NA,NA
160628,"PIP","PIP",NA,4,NA,NA
160634,". FLT3 REPORT",". FLT3 REPORT",NA,1074,NA,NA
160636,". CML REPORT","CML REPORT",NA,1231,NA,NA
160644,"C TRAC DK IGG","C C TRAC DK IGG","6919-5",2,NA,NA
160649,"CRE D CATECHOL","CRE D CATECHOL","2162-6",332,NA,NA
160659,"HCR H63D","HCR H63D",NA,72,NA,NA
160660,"TRANSF RXN CONSULT","TRANSF RXN CONSULT",NA,1086,NA,NA
160667,"Q DONOR AGE OR DOB","Q DONOR AGE OR DOB","30525-0",626,NA,NA
159154,"FLUID APPEARANCE","C FL APPEAR",NA,10014,NA,NA
159163,"ALKALINE PHOSPHATASE","C ALKALINE PHOSPHATASE","6768-6",2017558,NA,NA
159164,"BILIRUBIN DIRECT","C BILIRUBIN, DIRECT","1968-7",433256,"CHEBI:16990","CHEBI:16990"
159171,"GLUCOSE URINE","C UA GLUCOSE","25428-4",496827,"CHEBI:17234","CHEBI:17234"
159172,"UA SPECIFIC GRAVITY","C UA SPECIFIC GRAVITY","5811-5",456257,NA,NA
159180,"WAXYCST","WAXYCST",NA,7,NA,NA
159181,"CLI BACKUP","C CLI BACKUP",NA,16,NA,NA
159191,"HEMOGLOBIN A1C","ZZ HEMOGLOBIN A1C","4548-4",11567,NA,NA
159208,"HALOPERIDOL","C HALOPERIDOL",NA,4,NA,NA
159210,"LAMOTRIGINE SERUM","C LAMOTRIGINE","6948-4",1628,NA,NA
159214,"HEP C QUANT BY BRANC","HEP C QUANT BY BRANC",NA,12,NA,NA
159235,"ANTI HISTONE ANTIBOD","C ANTI HISTONE ANTIBODY",NA,205,NA,NA
