PartNumber,PartDisplayName,label.axiom,text.for.label,pure.obo,single.term,iris,PartTypeName,Status,note,o
LP35872-8,Megestrol acetate,'megestrol acetate',megestrol acetate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6723,COMPONENT,ACTIVE,NA,megestrol acetate
LP15724-5,Melanin,'Melanin',Melanin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_89634,COMPONENT,ACTIVE,NA,Melanin
LP16185-8,Mephenytoin,'mephenytoin',mephenytoin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6757,COMPONENT,ACTIVE,NA,mephenytoin
LP16187-4,Meprobamate,'Meprobamate',Meprobamate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6761,COMPONENT,ACTIVE,NA,Meprobamate
LP15173-5,Mercaptopurine,'mercaptopurine',mercaptopurine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_50667,COMPONENT,ACTIVE,NA,mercaptopurine
LP14344-3,Mercury,'mercury atom',mercury atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25195,COMPONENT,ACTIVE,NA,mercury atom
LP17167-5,Meropenem,'meropenem',meropenem,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_43968,COMPONENT,ACTIVE,NA,meropenem
LP14311-2,Mesothelial cells,'mesothelial cell',mesothelial cell,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000077,COMPONENT,ACTIVE,NA,mesothelial cell
LP15075-2,Metamyelocytes,'metamyelocyte',metamyelocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0002192,COMPONENT,ACTIVE,NA,metamyelocyte
LP14463-1,Metanephrine,'Metanephrine',Metanephrine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_89633,COMPONENT,ACTIVE,NA,Metanephrine
LP33332-5,metFORMIN,'metformin',metformin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6801,COMPONENT,ACTIVE,NA,metformin
LP15015-8,Methadone,'methadone',methadone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6807,COMPONENT,ACTIVE,NA,methadone
LP16194-0,Methamphetamine,'methamphetamine',methamphetamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6809,COMPONENT,ACTIVE,NA,methamphetamine
LP14349-2,Methanol,'methanol',methanol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17790,COMPONENT,ACTIVE,NA,methanol
LP15729-4,Methemoglobin,'methemoglobin',methemoglobin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17423,COMPONENT,ACTIVE,NA,methemoglobin
LP15730-2,Methionine,'methionine',methionine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16811,COMPONENT,ACTIVE,NA,methionine
LP16198-1,Methotrexate,'methotrexate',methotrexate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_44185,COMPONENT,ACTIVE,NA,methotrexate
LP14724-6,Methsuximide,'Methsuximide',Methsuximide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6846,COMPONENT,ACTIVE,NA,Methsuximide
LP16202-1,Methylphenidate,'methylphenidate',methylphenidate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6887,COMPONENT,ACTIVE,NA,methylphenidate
LP17954-6,metOLazone,'metolazone',metolazone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_64354,COMPONENT,ACTIVE,NA,metolazone
LP16204-7,Metoprolol,'metoprolol',metoprolol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6904,COMPONENT,ACTIVE,NA,metoprolol
LP16205-4,Mexiletine,'mexiletine',mexiletine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6916,COMPONENT,ACTIVE,NA,mexiletine
LP17310-1,"Bass, Black (Micropterus salmoides)",'Micropterus salmoides',Micropterus salmoides,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_27706,COMPONENT,ACTIVE,NA,Micropterus salmoides
LP16207-0,Midazolam,'midazolam',midazolam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6931,COMPONENT,ACTIVE,NA,midazolam
LP16031-4,Minocycline,'minocycline',minocycline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_50694,COMPONENT,ACTIVE,NA,minocycline
LP16724-4,Mitochondria,'mitochondrion',mitochondrion,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0005739,COMPONENT,ACTIVE,NA,mitochondrion
LP18384-5,Mitotane,'Mitotane',Mitotane,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6954,COMPONENT,ACTIVE,NA,Mitotane
LP16828-3,Molybdenum,'molybdenum atom',molybdenum atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28685,COMPONENT,ACTIVE,NA,molybdenum atom
LP14313-8,Monocytes,'monocyte',monocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000576,COMPONENT,ACTIVE,NA,monocyte
LP17839-9,Mononuclear cells,'mononuclear cell',mononuclear cell,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000842,COMPONENT,ACTIVE,NA,mononuclear cell
LP33081-8,Monounsaturated fatty acids,'monounsaturated fatty acid',monounsaturated fatty acid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25413,COMPONENT,ACTIVE,NA,monounsaturated fatty acid
LP15174-3,Morphine,'morphine',morphine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17303,COMPONENT,ACTIVE,NA,morphine
LP17523-9,White Mulberry (Morus alba),'Morus alba',Morus alba,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_3498,COMPONENT,ACTIVE,NA,Morus alba
LP28720-8,Moxifloxacin,'moxifloxacin',moxifloxacin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_63611,COMPONENT,ACTIVE,NA,moxifloxacin
LP19739-9,MTHFR gene,'MTHFR',MTHFR,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000004524,COMPONENT,ACTIVE,NA,MTHFR
LP17028-9,Mucor racemosus,'Mucor racemosus',Mucor racemosus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4841,COMPONENT,ACTIVE,NA,Mucor racemosus
LP17770-6,Mucus,'mucus',mucus,TRUE,TRUE,http://purl.obolibrary.org/obo/UBERON_0000912,COMPONENT,ACTIVE,NA,mucus
LP14251-0,Mumps virus,'Mumps rubulavirus',Mumps rubulavirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_1979165,COMPONENT,ACTIVE,NA,Mumps rubulavirus
LP18667-3,Mycobacterium sp,'Mycobacterium sp.',Mycobacterium sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_1785,COMPONENT,ACTIVE,NA,Mycobacterium sp.
LP14351-8,Mycophenolate,'mycophenolate',mycophenolate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_62932,COMPONENT,ACTIVE,NA,mycophenolate
LP145574-2,Mycoplasma genitalium,'Mycoplasma genitalium',Mycoplasma genitalium,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2097,COMPONENT,ACTIVE,NA,Mycoplasma genitalium
LP18789-5,Mycoplasma hominis,'Mycoplasma hominis',Mycoplasma hominis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2098,COMPONENT,ACTIVE,NA,Mycoplasma hominis
LP14249-4,Mycoplasma pneumoniae,'Mycoplasma pneumoniae',Mycoplasma pneumoniae,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2104,COMPONENT,ACTIVE,NA,Mycoplasma pneumoniae
LP14685-9,Myelin basic protein,'myelin basic protein',myelin basic protein,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000010228,COMPONENT,ACTIVE,NA,myelin basic protein
LP18213-6,Myelin associated glycoprotein,'myelin-associated glycoprotein',myelin-associated glycoprotein,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000010052,COMPONENT,ACTIVE,NA,myelin-associated glycoprotein
LP231890-7,Myelin oligodendrocyte glycoprotein,'myelin-oligodendrocyte glycoprotein',myelin-oligodendrocyte glycoprotein,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000010514,COMPONENT,ACTIVE,NA,myelin-oligodendrocyte glycoprotein
LP17259-0,Proteinase 3,'myeloblastin',myeloblastin,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000013333,COMPONENT,ACTIVE,NA,myeloblastin
LP15077-8,Myelocytes,'myelocyte',myelocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0002193,COMPONENT,ACTIVE,NA,myelocyte
LP29281-0,Myeloperoxidase,'myeloperoxidase',myeloperoxidase,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000010543,COMPONENT,ACTIVE,NA,myeloperoxidase
LP16727-7,Myocardium,'myocardium',myocardium,TRUE,TRUE,http://purl.obolibrary.org/obo/UBERON_0002349,COMPONENT,ACTIVE,NA,myocardium
LP14686-7,Myoglobin,'myoglobin',myoglobin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7044,COMPONENT,ACTIVE,NA,myoglobin
LP13957-3,Blue mussel (Mytilus edulis),'Mytilus edulis',Mytilus edulis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6550,COMPONENT,ACTIVE,NA,Mytilus edulis
LP16209-6,N-acetylprocainamide,'N-acetylprocainamide',N-acetylprocainamide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_60728,COMPONENT,ACTIVE,NA,N-acetylprocainamide
LP18081-7,Norclozapine,'N-desmethylclozapine',N-desmethylclozapine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_64050,COMPONENT,ACTIVE,NA,N-desmethylclozapine
LP18447-0,N-methylhistamine,'N(tele)-methylhistamine',N(tele)-methylhistamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_29009,COMPONENT,ACTIVE,NA,N(tele)-methylhistamine
LP28525-1,Naloxone,'naloxone',naloxone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7459,COMPONENT,ACTIVE,NA,naloxone
LP15000-0,Naltrexone,'naltrexone',naltrexone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7465,COMPONENT,ACTIVE,NA,naltrexone
LP16215-3,Naproxen,'naproxen',naproxen,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7476,COMPONENT,ACTIVE,NA,naproxen
LP30875-6,Nasopharynx,'nasopharynx specimen',nasopharynx specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000765,SYSTEM,ACTIVE,NA,nasopharynx specimen
LP64671-8,Natalizumab,'natalizumab',natalizumab,TRUE,TRUE,http://purl.obolibrary.org/obo/DRON_00018759,COMPONENT,ACTIVE,NA,natalizumab
LP64443-2,Nateglinide,'nateglinide',nateglinide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_31897,COMPONENT,ACTIVE,NA,nateglinide
LP14316-1,Neisseria gonorrhoeae,'Neisseria gonorrhoeae',Neisseria gonorrhoeae,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_485,COMPONENT,ACTIVE,NA,Neisseria gonorrhoeae
LP16216-1,Neopterin,'neopterin',neopterin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28670,COMPONENT,ACTIVE,NA,neopterin
LP16686-5,Neutrophil,'neutrophil',neutrophil,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000775,COMPONENT,ACTIVE,NA,neutrophil
LP16829-1,Nickel,'nickel atom',nickel atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28112,COMPONENT,ACTIVE,NA,nickel atom
LP14887-1,Niacin,'nicotinate',nicotinate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_32544,COMPONENT,ACTIVE,NA,nicotinate
LP16219-5,Nicotine,'nicotine',nicotine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18723,COMPONENT,ACTIVE,NA,nicotine
LP14270-0,Nitrite,'nitrite',nitrite,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16301,COMPONENT,ACTIVE,NA,nitrite
LP15746-8,Nitrogen,'nitrogen atom',nitrogen atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25555,COMPONENT,ACTIVE,NA,nitrogen atom
LP15271-7,Norepinephrine,'noradrenaline',noradrenaline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_33569,COMPONENT,ACTIVE,NA,noradrenaline
LP16104-9,Nordiazepam,'nordazepam',nordazepam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_111762,COMPONENT,ACTIVE,NA,nordazepam
LP15048-9,Norfentanyl,'norfentanyl',norfentanyl,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_62685,COMPONENT,ACTIVE,NA,norfentanyl
LP15749-2,Normetanephrine,'Normetanephrine',Normetanephrine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_89951,COMPONENT,ACTIVE,NA,Normetanephrine
LP31706-2,Nornicotine,'nornicotine',nornicotine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28313,COMPONENT,ACTIVE,NA,nornicotine
LP90134-5,Norovirus Genogroup I,'Norovirus GI',Norovirus GI,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_122928,COMPONENT,ACTIVE,NA,Norovirus GI
LP90135-2,Norovirus Genogroup II,'Norovirus GII',Norovirus GII,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_122929,COMPONENT,ACTIVE,NA,Norovirus GII
LP64188-3,Norovirus,'Norovirus',Norovirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_142786,COMPONENT,ACTIVE,NA,Norovirus
LP14984-6,Nortriptyline,'nortriptyline',nortriptyline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7640,COMPONENT,ACTIVE,NA,nortriptyline
LP31804-5,Nucleosome,'nucleosome',nucleosome,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0000786,COMPONENT,ACTIVE,NA,nucleosome
LP19301-8,Acetylcarnitine (C2),'O-acetylcarnitine',O-acetylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73024,COMPONENT,ACTIVE,NA,O-acetylcarnitine
LP19315-8,Adipoylcarnitine (C6-DC),'O-adipoylcarnitine',O-adipoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_68568,COMPONENT,ACTIVE,NA,O-adipoylcarnitine
LP19304-2,Butyrylcarnitine (C4),'O-butanoylcarnitine',O-butanoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7676,COMPONENT,ACTIVE,NA,O-butanoylcarnitine
LP19317-4,Decanoylcarnitine (C10),'O-decanoylcarnitine',O-decanoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_68830,COMPONENT,ACTIVE,NA,O-decanoylcarnitine
LP29044-2,Decenoylcarnitine (C10:1),'O-decenoylcarnitine',O-decenoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_86063,COMPONENT,ACTIVE,NA,O-decenoylcarnitine
LP19320-8,Dodecanoylcarnitine (C12),'O-dodecanoylcarnitine',O-dodecanoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73054,COMPONENT,ACTIVE,NA,O-dodecanoylcarnitine
LP19319-0,Dodecenoylcarnitine (C12:1),'O-dodecenoylcarnitine',O-dodecenoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_86065,COMPONENT,ACTIVE,NA,O-dodecenoylcarnitine
LP19314-1,Glutarylcarnitine (C5-DC),'O-glutarylcarnitine',O-glutarylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73040,COMPONENT,ACTIVE,NA,O-glutarylcarnitine
LP19308-3,Hexanoylcarnitine (C6),'O-hexanoylcarnitine',O-hexanoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_70749,COMPONENT,ACTIVE,NA,O-hexanoylcarnitine
LP19327-3,Linoleoylcarnitine (C18:2),'O-linoleoylcarnitine',O-linoleoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73072,COMPONENT,ACTIVE,NA,O-linoleoylcarnitine
LP19313-3,Octanoylcarnitine (C8),'O-octanoylcarnitine',O-octanoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73039,COMPONENT,ACTIVE,NA,O-octanoylcarnitine
LP19312-5,Octenoylcarnitine (C8:1),'O-octenoylcarnitine',O-octenoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_86052,COMPONENT,ACTIVE,NA,O-octenoylcarnitine
LP19328-1,Oleoylcarnitine (C18:1),'O-oleoylcarnitine',O-oleoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_72689,COMPONENT,ACTIVE,NA,O-oleoylcarnitine
LP19325-7,Palmitoylcarnitine (C16),'O-palmitoylcarnitine',O-palmitoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73067,COMPONENT,ACTIVE,NA,O-palmitoylcarnitine
LP19303-4,Propionylcarnitine (C3),'O-propanoylcarnitine',O-propanoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28867,COMPONENT,ACTIVE,NA,O-propanoylcarnitine
LP29115-0,Stearoylcarnitine (C18),'O-stearoylcarnitine',O-stearoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73074,COMPONENT,ACTIVE,NA,O-stearoylcarnitine
LP19321-6,Tetradecadienoylcarnitine (C14:2),'O-tetradecadienoylcarnitine',O-tetradecadienoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_86069,COMPONENT,ACTIVE,NA,O-tetradecadienoylcarnitine
LP29117-6,Tetradecanoylcarnitine (C14),'O-tetradecanoylcarnitine',O-tetradecanoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73061,COMPONENT,ACTIVE,NA,O-tetradecanoylcarnitine
LP19322-4,Tetradecenoylcarnitine (C14:1),'O-tetradecenoylcarnitine',O-tetradecenoylcarnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_86066,COMPONENT,ACTIVE,NA,O-tetradecenoylcarnitine
LP19175-6,Octadecanoate (C18:0),'octadecanoate',octadecanoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25629,COMPONENT,ACTIVE,NA,octadecanoate
LP18087-4,OLANZapine,'olanzapine',olanzapine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7735,COMPONENT,ACTIVE,NA,olanzapine
LP15751-8,Oleate (C18:1w9),'oleate',oleate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_30823,COMPONENT,ACTIVE,NA,oleate
LP33084-2,Omega 3 fatty acids (w3),'omega-3 fatty acid',omega-3 fatty acid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25681,COMPONENT,ACTIVE,NA,omega-3 fatty acid
LP33085-9,Omega 6 fatty acids (w6),'omega-6 fatty acid',omega-6 fatty acid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_36009,COMPONENT,ACTIVE,NA,omega-6 fatty acid
LP62805-4,OPA1 gene,'OPA1',OPA1,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000004976,COMPONENT,ACTIVE,NA,OPA1
LP15753-4,Ornithine,'ornithine',ornithine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18257,COMPONENT,ACTIVE,NA,ornithine
LP15756-7,Orotate,'orotate',orotate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_30839,COMPONENT,ACTIVE,NA,orotate
LP16669-1,Hantavirus,'Orthohantavirus',Orthohantavirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_1980442,COMPONENT,ACTIVE,NA,Orthohantavirus
LP13932-6,Rice (Oryza sativa),'Oryza sativa',Oryza sativa,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4530,COMPONENT,ACTIVE,NA,Oryza sativa
LP15272-5,Osmolality,'osmolality',osmolality,TRUE,TRUE,http://purl.obolibrary.org/obo/PATO_0002027,COMPONENT,ACTIVE,NA,osmolality
LP15759-1,Osteocalcin,'osteocalcin',osteocalcin,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000030444,COMPONENT,ACTIVE,NA,osteocalcin
LP17548-6,Oyster (Ostrea edulis),'Ostrea edulis',Ostrea edulis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_37623,COMPONENT,ACTIVE,NA,Ostrea edulis
LP15761-7,Oxalate,'oxalate',oxalate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_132952,COMPONENT,ACTIVE,NA,oxalate
LP16227-8,Oxazepam,'oxazepam',oxazepam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7823,COMPONENT,ACTIVE,NA,oxazepam
LP15003-4,oxyCODONE,'oxycodone',oxycodone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7852,COMPONENT,ACTIVE,NA,oxycodone
LP14536-4,Oxygen,'oxygen atom',oxygen atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25805,COMPONENT,ACTIVE,NA,oxygen atom
LP15766-6,Oxyhemoglobin,'oxyhemoglobin',oxyhemoglobin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7861,COMPONENT,ACTIVE,NA,oxyhemoglobin
LP15176-8,oxyMORphone,'Oxymorphone',Oxymorphone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7865,COMPONENT,ACTIVE,NA,Oxymorphone
LP17865-4,9-Hydroxyrisperidone,'paliperidone',paliperidone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_82978,COMPONENT,ACTIVE,NA,paliperidone
LP33069-3,Palmitoleate (C16:1w7),'palmitoleate',palmitoleate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_32372,COMPONENT,ACTIVE,NA,palmitoleate
LP15770-8,Pancreatic polypeptide,'Pancreatic polypeptide',Pancreatic polypeptide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_80329,COMPONENT,ACTIVE,NA,Pancreatic polypeptide
LP13959-9,Shrimp (Pandalus borealis),'Pandalus borealis',Pandalus borealis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6703,COMPONENT,ACTIVE,NA,Pandalus borealis
LP17682-3,Pappenheimer bodies,'Pappenheimer bodies',Pappenheimer bodies,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0020081,COMPONENT,ACTIVE,NA,Pappenheimer bodies
LP14712-1,Acetaminophen,'paracetamol',paracetamol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_46195,COMPONENT,ACTIVE,NA,paracetamol
LP15776-5,Parathyrin related protein,'Parathyroid hormone-related peptide (1-36)',Parathyroid hormone-related peptide (1-36),TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_80274,COMPONENT,ACTIVE,NA,Parathyroid hormone-related peptide (1-36)
LP16734-3,Parietal cell,'parietal cell',parietal cell,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000162,COMPONENT,ACTIVE,NA,parietal cell
LP17979-3,PARoxetine,'paroxetine',paroxetine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7936,COMPONENT,ACTIVE,NA,paroxetine
LP13951-6,Bahia grass (Paspalum notatum),'Paspalum notatum',Paspalum notatum,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_147272,COMPONENT,ACTIVE,NA,Paspalum notatum
LP17619-5,Scallop (Pecten spp),'Pecten',Pecten,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6578,COMPONENT,ACTIVE,NA,Pecten
LP13949-0,Penicillium notatum,'Penicillium chrysogenum',Penicillium chrysogenum,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_5076,COMPONENT,ACTIVE,NA,Penicillium chrysogenum
LP16241-9,PENTobarbital,'pentobarbital',pentobarbital,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7983,COMPONENT,ACTIVE,NA,pentobarbital
LP7466-8,Pericardial fluid,'pericardial fluid specimen',pericardial fluid specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0002506,SYSTEM,ACTIVE,NA,NA
LP28415-5,American Cockroach (Periplaneta americana),'Periplaneta americana',Periplaneta americana,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6978,COMPONENT,ACTIVE,NA,Periplaneta americana
LP7507-9,Peritoneal fluid,'peritoneal fluid specimen',peritoneal fluid specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0002514,SYSTEM,ACTIVE,NA,peritoneal fluid specimen
LP16184-1,Meperidine,'pethidine',pethidine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6754,COMPONENT,ACTIVE,NA,pethidine
LP17042-0,Parsley (Petrosilenum crispum),'Petroselinum crispum',Petroselinum crispum,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4043,COMPONENT,ACTIVE,NA,Petroselinum crispum
LP14566-1,Phencyclidine,'phencyclidine',phencyclidine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_8058,COMPONENT,ACTIVE,NA,phencyclidine
LP17998-3,Phenelzine,'Phenelzine',Phenelzine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_8060,COMPONENT,ACTIVE,NA,Phenelzine
LP14729-5,PHENobarbital,'phenobarbital',phenobarbital,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_8069,COMPONENT,ACTIVE,NA,phenobarbital
LP16248-4,Phenothiazines,'phenothiazines',phenothiazines,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_38093,COMPONENT,ACTIVE,NA,phenothiazines
LP16250-0,Phentermine,'phentermine',phentermine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_8080,COMPONENT,ACTIVE,NA,phentermine
LP15792-2,Phenylalanine,'phenylalanine',phenylalanine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28044,COMPONENT,ACTIVE,NA,phenylalanine
LP16253-4,Phenylpropanolamine,'phenylpropanolamine',phenylpropanolamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_8104,COMPONENT,ACTIVE,NA,phenylpropanolamine
LP14732-9,Phenytoin,'phenytoin',phenytoin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_8107,COMPONENT,ACTIVE,NA,phenytoin
LP13916-9,Timothy (Phleum pratense),'Phleum pratense',Phleum pratense,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_15957,COMPONENT,ACTIVE,NA,Phleum pratense
LP17051-1,Phoma betae,'Phoma betae',Phoma betae,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_137527,COMPONENT,ACTIVE,NA,Phoma betae
LP14912-7,Phosphate,'phosphate',phosphate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_26020,COMPONENT,ACTIVE,NA,phosphate
LP18260-7,Phosphatidylethanolamine,'phosphatidylethanolamine',phosphatidylethanolamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16038,COMPONENT,ACTIVE,NA,phosphatidylethanolamine
